geneSymbol	Input.Type	MGI.Gene.Marker.ID	Symbol	Name	Feature.Type	Chr	Strand	Start	End	Ensembl.ID	Entrez.Gene.ID	OMIM_ID	Human_Disease
Pik3r3	current symbol	MGI:109277	Pik3r3	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)	protein coding gene	4	sense	116221618	116303056	ENSMUSG00000028698	18710	NA	NA
Pik3r4	current symbol	MGI:1922919	Pik3r4	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150	protein coding gene	9	sense	105642978	105687657	ENSMUSG00000032571	75669	NA	NA
Pik3r5	current symbol	MGI:2443588	Pik3r5	phosphoinositide-3-kinase, regulatory subunit 5, p101	protein coding gene	11	sense	68432121	68497849	ENSMUSG00000020901	320207	NA	NA
Pik3r6	current symbol	MGI:2144613	Pik3r6	phosphoinositide-3-kinase, regulatory subunit 6	protein coding gene	11	sense	68503019	68552698	ENSMUSG00000046207	104709	NA	NA
Pikfyve	current symbol	MGI:1335106	Pikfyve	phosphoinositide kinase, FYVE finger containing	protein coding gene	1	sense	65186683	65278695	ENSMUSG00000025949	18711	NA	NA
Pilra	current symbol	MGI:2450529	Pilra	paired immunoglobin-like type 2 receptor alpha	protein coding gene	5	antisense	137821952	137836281	ENSMUSG00000046245	231805	NA	NA
Pilrb1	current symbol	MGI:2450532	Pilrb1	paired immunoglobin-like type 2 receptor beta 1	protein coding gene	5	antisense	137852147	137858106	ENSMUSG00000066684	170741	NA	NA
Pilrb2	current symbol	MGI:2450535	Pilrb2	paired immunoglobin-like type 2 receptor beta 2	protein coding gene	5	antisense	137865827	137871815	ENSMUSG00000066682	545812	NA	NA
Pim1	current symbol	MGI:97584	Pim1	proviral integration site 1	protein coding gene	17	sense	29490812	29496111	ENSMUSG00000024014	18712	NA	NA
Pim2	current symbol	MGI:97587	Pim2	proviral integration site 2	protein coding gene	X	sense	7878262	7883432	ENSMUSG00000031155	18715	NA	NA
Pim3	current symbol	MGI:1355297	Pim3	proviral integration site 3	protein coding gene	15	sense	88862194	88865726	ENSMUSG00000035828	223775	NA	NA
Pin1	current symbol	MGI:1346036	Pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	protein coding gene	9	sense	20652130	20666584	ENSMUSG00000032171	23988	104300	Alzheimer Disease; AD
Pin1rt1	current symbol	MGI:3649546	Pin1rt1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1, retrogene 1	protein coding gene	2	antisense	104713926	104716379	ENSMUSG00000074997	241593	NA	NA
Pin4	current symbol	MGI:1916963	Pin4	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	protein coding gene	X	sense	102119447	102127669	ENSMUSG00000079480	69713	NA	NA
Pink1	current symbol	MGI:1916193	Pink1	PTEN induced putative kinase 1	protein coding gene	4	antisense	138313409	138326307	ENSMUSG00000028756	68943	605909	Parkinson Disease 6, Autosomal Recessive Early-Onset; PARK6
Pinlyp	current symbol	MGI:3615324	Pinlyp	phospholipase A2 inhibitor and LY6/PLAUR domain containing	protein coding gene	7	antisense	24541658	24546118	ENSMUSG00000011632	641361	NA	NA
Pip4k2a	current symbol	MGI:1298206	Pip4k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	protein coding gene	2	antisense	18842255	18998126	ENSMUSG00000026737	18718	NA	NA
Pip4k2c	current symbol	MGI:2152214	Pip4k2c	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	protein coding gene	10	antisense	127197067	127211622	ENSMUSG00000025417	117150	NA	NA
Pip5k1a	current symbol	MGI:107929	Pip5k1a	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	protein coding gene	3	antisense	95058530	95106930	ENSMUSG00000028126	18720	NA	NA
Pip5k1bos	current symbol	MGI:1922106	Pip5k1bos	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta, opposite strand	antisense lncRNA gene	19	sense	24416009	24430329	ENSMUSG00000085003	102637283	NA	NA
Pip5k1c	current symbol	MGI:1298224	Pip5k1c	phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma	protein coding gene	10	sense	81292963	81319973	ENSMUSG00000034902	18717	NA	NA
Pip5kl1	current symbol	MGI:2448520	Pip5kl1	phosphatidylinositol-4-phosphate 5-kinase-like 1	protein coding gene	2	sense	32574797	32583782	ENSMUSG00000046854	227733	NA	NA
Pipox	current symbol	MGI:1197006	Pipox	pipecolic acid oxidase	protein coding gene	11	antisense	77880615	77894096	ENSMUSG00000017453	19193	NA	NA
Pirt	current symbol	MGI:2443635	Pirt	phosphoinositide-interacting regulator of transient receptor potential channels	protein coding gene	11	sense	66911981	66929876	ENSMUSG00000048070	193003	NA	NA
Pisd-ps1	current symbol	MGI:3842428	Pisd-ps1	phosphatidylserine decarboxylase, pseudogene 1	pseudogene	11	sense	3125904	3131004	ENSMUSG00000082286	236604	NA	NA
Pisd-ps2	current symbol	MGI:3612472	Pisd-ps2	phosphatidylserine decarboxylase, pseudogene 2	pseudogene	17	antisense	3076578	3084183	ENSMUSG00000023795	328734	NA	NA
Pisd-ps3	current symbol	MGI:1914026	Pisd-ps3	phosphatidylserine decarboxylase, pseudogene 3	pseudogene	UN		NA	NA		66776	NA	NA
Pithd1	current symbol	MGI:1913443	Pithd1	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1	protein coding gene	4	antisense	135975460	135987264	ENSMUSG00000028669	66193	NA	NA
Pitpna	current symbol	MGI:99887	Pitpna	phosphatidylinositol transfer protein, alpha	protein coding gene	11	sense	75588097	75628804	ENSMUSG00000017781	18738	246700	Chylomicron Retention Disease; CMRD
Pitpnb	current symbol	MGI:1927542	Pitpnb	phosphatidylinositol transfer protein, beta	protein coding gene	5	sense	111330763	111388359	ENSMUSG00000050017	56305	NA	NA
Pitpnc1	current symbol	MGI:1919045	Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1	protein coding gene	11	antisense	107207892	107470699	ENSMUSG00000040430	71795	NA	NA
Pitpnm1	current symbol	MGI:1197524	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1	protein coding gene	19	sense	4099998	4113965	ENSMUSG00000024851	18739	NA	NA
Pitpnm2	current symbol	MGI:1336192	Pitpnm2	phosphatidylinositol transfer protein, membrane-associated 2	protein coding gene	5	antisense	124118690	124249760	ENSMUSG00000029406	19679	NA	NA
Pitpnm2os1	current symbol	MGI:1923177	Pitpnm2os1	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 1	antisense lncRNA gene	5	sense	124229725	124237137	ENSMUSG00000090220	75927	NA	NA
Pitpnm3	current symbol	MGI:2685726	Pitpnm3	PITPNM family member 3	protein coding gene	11	antisense	72047528	72135778	ENSMUSG00000040543	327958	NA	NA
Pitrm1	current symbol	MGI:1916867	Pitrm1	pitrilysin metallepetidase 1	protein coding gene	13	sense	6548157	6580139	ENSMUSG00000021193	69617	NA	NA
Pitx1	current symbol	MGI:107374	Pitx1	paired-like homeodomain transcription factor 1	protein coding gene	13	antisense	55825051	55836192	ENSMUSG00000021506	18740	119800	Clubfoot, Congenital, with or without Deficiency of Long Bones and/or Mirror-Image Polydactyly; CCF
Pitx2	current symbol	MGI:109340	Pitx2	paired-like homeodomain transcription factor 2	protein coding gene	3	sense	129199878	129219591	ENSMUSG00000028023	18741	180500	Axenfeld-Rieger Syndrome, Type 1; RIEG1
Pitx3	current symbol	MGI:1100498	Pitx3	paired-like homeodomain transcription factor 3	protein coding gene	19	antisense	46135685	46148326	ENSMUSG00000025229	18742	107250	Anterior Segment Mesenchymal Dysgenesis; ASMD
Piwil1	current symbol	MGI:1928897	Piwil1	piwi-like RNA-mediated gene silencing 1	protein coding gene	5	sense	128702524	128755474	ENSMUSG00000029423	57749	NA	NA
Piwil2	current symbol	MGI:1930036	Piwil2	piwi-like RNA-mediated gene silencing 2	protein coding gene	14	antisense	70372480	70429094	ENSMUSG00000033644	57746	NA	NA
Piwil4	current symbol	MGI:3041167	Piwil4	piwi-like RNA-mediated gene silencing 4	protein coding gene	9	antisense	14696230	14740721	ENSMUSG00000036912	330890	NA	NA
Pja1	current symbol	MGI:1101765	Pja1	praja ring finger 1, E3 ubiquitin protein ligase	protein coding gene	X	antisense	99465734	99471273	ENSMUSG00000034403	18744	NA	NA
Pja2	current symbol	MGI:2159342	Pja2	praja 2, RING-H2 motif containing	protein coding gene	17	antisense	64281005	64331916	ENSMUSG00000024083	224938	NA	NA
Pkd1	current symbol	MGI:97603	Pkd1	polycystic kidney disease 1 homolog	protein coding gene	17	sense	24549950	24596514	ENSMUSG00000032855	18763	173900|263200	Polycystic Kidney Disease 1; PKD1|Polycystic Kidney Disease, Autosomal Recessive; ARPKD
Pkd1l1	current symbol	MGI:2156538	Pkd1l1	polycystic kidney disease 1 like 1	protein coding gene	11	antisense	8826708	8973266	ENSMUSG00000046634	171395	NA	NA
Pkd1l2	current symbol	MGI:2664668	Pkd1l2	polycystic kidney disease 1 like 2	protein coding gene	8	antisense	116995679	117082449	ENSMUSG00000034416	76645	NA	NA
Pkd1l3	current symbol	MGI:2664670	Pkd1l3	polycystic kidney disease 1 like 3	protein coding gene	8	sense	109614517	109672592	ENSMUSG00000048827	244646	NA	NA
Pkd2	current symbol	MGI:1099818	Pkd2	polycystic kidney disease 2	protein coding gene	5	sense	104459450	104505819	ENSMUSG00000034462	18764	613095	Polycystic Kidney Disease 2; PKD2
Pkd2l1	current symbol	MGI:1352448	Pkd2l1	polycystic kidney disease 2-like 1	protein coding gene	19	antisense	44147637	44192442	ENSMUSG00000037578	329064	NA	NA
Pkd2l2	current symbol	MGI:1858231	Pkd2l2	polycystic kidney disease 2-like 2	protein coding gene	18	sense	34409423	34442789	ENSMUSG00000014503	53871	NA	NA
Pkdcc	current symbol	MGI:2147077	Pkdcc	protein kinase domain containing, cytoplasmic	protein coding gene	17	sense	83215292	83225070	ENSMUSG00000024247	106522	NA	NA
Pkdrej	current symbol	MGI:1338786	Pkdrej	polycystin (PKD) family receptor for egg jelly	protein coding gene	15	antisense	85814676	85821733	ENSMUSG00000052496	18766	NA	NA
Pkhd1	current symbol	MGI:2155808	Pkhd1	polycystic kidney and hepatic disease 1	protein coding gene	1	antisense	20057779	20618064	ENSMUSG00000043760	241035	263200	Polycystic Kidney Disease, Autosomal Recessive; ARPKD
Pkhd1l1	current symbol	MGI:2183153	Pkhd1l1	polycystic kidney and hepatic disease 1-like 1	protein coding gene	15	sense	44457553	44601369	ENSMUSG00000038725	192190	NA	NA
Pkia	current symbol	MGI:104747	Pkia	protein kinase inhibitor, alpha	protein coding gene	3	sense	7366669	7445366	ENSMUSG00000027499	18767	NA	NA
Pkib	current symbol	MGI:101937	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific	protein coding gene	10	sense	57631981	57741112	ENSMUSG00000019876	18768	NA	NA
Pkig	current symbol	MGI:1343086	Pkig	protein kinase inhibitor, gamma	protein coding gene	2	sense	163658386	163726154	ENSMUSG00000035268	18769	NA	NA
Pklr	current symbol	MGI:97604	Pklr	pyruvate kinase liver and red blood cell	protein coding gene	3	sense	89136142	89146784	ENSMUSG00000041237	18770	611162|266200	Malaria, Susceptibility to|Pyruvate Kinase Deficiency of Red Cells
Pkm	current symbol	MGI:97591	Pkm	pyruvate kinase, muscle	protein coding gene	9	sense	59656368	59679375	ENSMUSG00000032294	18746	NA	NA
Pkmyt1	current symbol	MGI:2137630	Pkmyt1	protein kinase, membrane associated tyrosine/threonine 1	protein coding gene	17	sense	23726336	23736729	ENSMUSG00000023908	268930	NA	NA
Pkn1	current symbol	MGI:108022	Pkn1	protein kinase N1	protein coding gene	8	antisense	83669762	83699179	ENSMUSG00000057672	320795	NA	NA
Pkn2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	3	antisense	142790902	142882004	ENSMUSG00000004591	109333	NA	NA
Pkn3	current symbol	MGI:2388285	Pkn3	protein kinase N3	protein coding gene	2	sense	30077684	30091022	ENSMUSG00000026785	263803	NA	NA
Pknox1	current symbol	MGI:1201409	Pknox1	Pbx/knotted 1 homeobox	protein coding gene	17	sense	31564749	31607684	ENSMUSG00000006705	18771	NA	NA
Pknox2	current symbol	MGI:2445415	Pknox2	Pbx/knotted 1 homeobox 2	protein coding gene	9	antisense	36890982	37147322	ENSMUSG00000035934	208076	NA	NA
Pkp1	current symbol	MGI:1328359	Pkp1	plakophilin 1	protein coding gene	1	antisense	135871395	135919207	ENSMUSG00000026413	18772	NA	NA
Pkp2	current symbol	MGI:1914701	Pkp2	plakophilin 2	protein coding gene	16	sense	16213318	16272712	ENSMUSG00000041957	67451	NA	NA
Pkp3	current symbol	MGI:1891830	Pkp3	plakophilin 3	protein coding gene	7	sense	141078218	141090510	ENSMUSG00000054065	56460	NA	NA
Pkp4	current symbol	MGI:109281	Pkp4	plakophilin 4	protein coding gene	2	sense	59160850	59355208	ENSMUSG00000026991	227937	NA	NA
Pla2g10	current symbol	MGI:1347522	Pla2g10	phospholipase A2, group X	protein coding gene	16	antisense	13715057	13730983	ENSMUSG00000022683	26565	NA	NA
Pla2g10os	current symbol	MGI:1923934	Pla2g10os	phospholipase A2, group X, opposite strand	antisense lncRNA gene	16	sense	13729836	13737580	ENSMUSG00000086550	76684	NA	NA
Pla2g12a	current symbol	MGI:1913600	Pla2g12a	phospholipase A2, group XIIA	protein coding gene	3	sense	129878606	129895825	ENSMUSG00000027999	66350	NA	NA
Pla2g12b	current symbol	MGI:1917086	Pla2g12b	phospholipase A2, group XIIB	protein coding gene	10	sense	59403660	59421976	ENSMUSG00000009646	69836	NA	NA
Pla2g15	current symbol	MGI:2178076	Pla2g15	phospholipase A2, group XV	protein coding gene	8	sense	106150399	106164713	ENSMUSG00000031903	192654	NA	NA
Pla2g16	current symbol	MGI:2179715	Pla2g16	phospholipase A2, group XVI	protein coding gene	19	sense	7557459	7588545	ENSMUSG00000060675	225845	NA	NA
Pla2g1b	current symbol	MGI:101842	Pla2g1b	phospholipase A2, group IB, pancreas	protein coding gene	5	sense	115466262	115474722	ENSMUSG00000029522	18778	NA	NA
Pla2g2a	current symbol	MGI:104642	Pla2g2a	phospholipase A2, group IIA (platelets, synovial fluid)	protein coding gene	4	sense	138831860	138835186	ENSMUSG00000058908	18780	NA	NA
Pla2g2c	current symbol	MGI:106638	Pla2g2c	phospholipase A2, group IIC	protein coding gene	4	sense	138724792	138746132	ENSMUSG00000028750	18781	NA	NA
Pla2g2d	current symbol	MGI:1341796	Pla2g2d	phospholipase A2, group IID	protein coding gene	4	sense	138775735	138782046	ENSMUSG00000041202	18782	NA	NA
Pla2g2e	current symbol	MGI:1349660	Pla2g2e	phospholipase A2, group IIE	protein coding gene	4	sense	138877942	138882817	ENSMUSG00000028751	26970	NA	NA
Pla2g2f	current symbol	MGI:1349661	Pla2g2f	phospholipase A2, group IIF	protein coding gene	4	antisense	138750533	138757626	ENSMUSG00000028749	26971	NA	NA
Pla2g3	current symbol	MGI:2444945	Pla2g3	phospholipase A2, group III	protein coding gene	11	sense	3488284	3499350	ENSMUSG00000034579	237625	NA	NA
Pla2g4a	current symbol	MGI:1195256	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	protein coding gene	1	antisense	149829618	149961290	ENSMUSG00000056220	18783	NA	NA
Pla2g4c	current symbol	MGI:1196403	Pla2g4c	phospholipase A2, group IVC (cytosolic, calcium-independent)	protein coding gene	7	sense	13324655	13360672	ENSMUSG00000033847	232889	NA	NA
Pla2g4d	current symbol	MGI:1925640	Pla2g4d	phospholipase A2, group IVD	protein coding gene	2	antisense	120265595	120289197	ENSMUSG00000070719	78390	NA	NA
Pla2g4e	current symbol	MGI:1919144	Pla2g4e	phospholipase A2, group IVE	protein coding gene	2	antisense	120166412	120245335	ENSMUSG00000050211	329502	NA	NA
Pla2g4f	current symbol	MGI:2685493	Pla2g4f	phospholipase A2, group IVF	protein coding gene	2	antisense	120299957	120314165	ENSMUSG00000046971	271844	NA	NA
Pla2g5	current symbol	MGI:101899	Pla2g5	phospholipase A2, group V	protein coding gene	4	antisense	138799244	138863482	ENSMUSG00000041193	18784	NA	NA
Pla2g6	current symbol	MGI:1859152	Pla2g6	phospholipase A2, group VI	protein coding gene	15	antisense	79286228	79328390	ENSMUSG00000042632	53357	256600	Neurodegeneration with Brain Iron Accumulation 2A; NBIA2A
Pla2g7	current symbol	MGI:1351327	Pla2g7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	protein coding gene	17	sense	43568098	43612201	ENSMUSG00000023913	27226	NA	NA
Pla2r1	current symbol	MGI:102468	Pla2r1	phospholipase A2 receptor 1	protein coding gene	2	antisense	60417543	60553308	ENSMUSG00000054580	18779	NA	NA
Plaa	current symbol	MGI:104810	Plaa	phospholipase A2, activating protein	protein coding gene	4	antisense	94567514	94603244	ENSMUSG00000028577	18786	NA	NA
Plac1	current symbol	MGI:1926287	Plac1	placental specific protein 1	protein coding gene	X	antisense	53069995	53240111	ENSMUSG00000061082	56096	NA	NA
Plac8	current symbol	MGI:2445289	Plac8	placenta-specific 8	protein coding gene	5	antisense	100553725	100572245	ENSMUSG00000029322	231507	NA	NA
Plac8l1	current symbol	MGI:1916651	Plac8l1	PLAC8-like 1	protein coding gene	18	antisense	42178675	42196709	ENSMUSG00000059455	69401	NA	NA
Plac9b	current symbol	MGI:3711222	Plac9b	placenta specific 9b	protein coding gene	14	antisense	26167405	26182480	ENSMUSG00000072674	100039246	NA	NA
Plag1	current symbol	MGI:1891916	Plag1	pleiomorphic adenoma gene 1	protein coding gene	4	antisense	3900996	3938423	ENSMUSG00000003282	56711	NA	NA
Plagl1	current symbol	MGI:1100874	Plagl1	pleiomorphic adenoma gene-like 1	protein coding gene	10	sense	13060504	13131694	ENSMUSG00000019817	22634	NA	NA
Plagl2	current symbol	MGI:1933165	Plagl2	pleiomorphic adenoma gene-like 2	protein coding gene	2	antisense	153227759	153241426	ENSMUSG00000051413	54711	NA	NA
Plat	current symbol	MGI:97610	Plat	plasminogen activator, tissue	protein coding gene	8	sense	22757727	22782844	ENSMUSG00000031538	18791	NA	NA
Plau	current symbol	MGI:97611	Plau	plasminogen activator, urokinase	protein coding gene	14	sense	20836662	20843388	ENSMUSG00000021822	18792	104300	Alzheimer Disease; AD
Plaur	current symbol	MGI:97612	Plaur	plasminogen activator, urokinase receptor	protein coding gene	7	sense	24462484	24475968	ENSMUSG00000046223	18793	603278	Focal Segmental Glomerulosclerosis 1; FSGS1
Plb1	current symbol	MGI:1922406	Plb1	phospholipase B1	protein coding gene	5	sense	32232708	32366520	ENSMUSG00000029134	665270	NA	NA
Plbd1	current symbol	MGI:1914107	Plbd1	phospholipase B domain containing 1	protein coding gene	6	antisense	136612070	136661928	ENSMUSG00000030214	66857	NA	NA
Plbd2	current symbol	MGI:1919022	Plbd2	phospholipase B domain containing 2	protein coding gene	5	antisense	120483282	120503625	ENSMUSG00000029598	71772	NA	NA
Plcb1	current symbol	MGI:97613	Plcb1	phospholipase C, beta 1	protein coding gene	2	sense	134786067	135475258	ENSMUSG00000051177	18795	104300|181500	Alzheimer Disease; AD|Schizophrenia; SCZD
Plcb2	current symbol	MGI:107465	Plcb2	phospholipase C, beta 2	protein coding gene	2	antisense	118707517	118728438	ENSMUSG00000040061	18796	NA	NA
Plcb3	current symbol	MGI:104778	Plcb3	phospholipase C, beta 3	protein coding gene	19	antisense	6953714	6969759	ENSMUSG00000024960	18797	NA	NA
Plcb4	current symbol	MGI:107464	Plcb4	phospholipase C, beta 4	protein coding gene	2	sense	135659011	136014593	ENSMUSG00000039943	18798	NA	NA
Plcd1	current symbol	MGI:97614	Plcd1	phospholipase C, delta 1	protein coding gene	9	antisense	119071527	119093496	ENSMUSG00000010660	18799	NA	NA
Plcd3	current symbol	MGI:107451	Plcd3	phospholipase C, delta 3	protein coding gene	11	antisense	103070304	103101658	ENSMUSG00000020937	72469	NA	NA
Plcd4	current symbol	MGI:107469	Plcd4	phospholipase C, delta 4	protein coding gene	1	sense	74542888	74567794	ENSMUSG00000026173	18802	NA	NA
Plce1	current symbol	MGI:1921305	Plce1	phospholipase C, epsilon 1	protein coding gene	19	sense	38481109	38785030	ENSMUSG00000024998	74055	NA	NA
Plcg1	current symbol	MGI:97615	Plcg1	phospholipase C, gamma 1	protein coding gene	2	sense	160731300	160775760	ENSMUSG00000016933	18803	NA	NA
Plcg2	current symbol	MGI:97616	Plcg2	phospholipase C, gamma 2	protein coding gene	8	sense	117498291	117635140	ENSMUSG00000034330	234779	NA	NA
Plch1	current symbol	MGI:2683547	Plch1	phospholipase C, eta 1	protein coding gene	3	antisense	63696234	63899472	ENSMUSG00000036834	269437	NA	NA
Plch2	current symbol	MGI:2443078	Plch2	phospholipase C, eta 2	protein coding gene	4	antisense	154983115	155056784	ENSMUSG00000029055	269615	NA	NA
Plcl1	current symbol	MGI:3036262	Plcl1	phospholipase C-like 1	protein coding gene	1	sense	55405921	55754285	ENSMUSG00000038349	227120	NA	NA
Plcl2	current symbol	MGI:1352756	Plcl2	phospholipase C-like 2	protein coding gene	17	sense	50509547	50688493	ENSMUSG00000038910	224860	NA	NA
Plcxd1	current symbol	MGI:2685422	Plcxd1	phosphatidylinositol-specific phospholipase C, X domain containing 1	protein coding gene	5	sense	110099969	110105953	ENSMUSG00000064247	403178	NA	NA
Plcxd2	current symbol	MGI:3647874	Plcxd2	phosphatidylinositol-specific phospholipase C, X domain containing 2	protein coding gene	16	antisense	45959263	46010218	ENSMUSG00000087141	433022	NA	NA
Plcxd3	current symbol	MGI:2442605	Plcxd3	phosphatidylinositol-specific phospholipase C, X domain containing 3	protein coding gene	15	sense	4375491	4575553	ENSMUSG00000049148	239318	NA	NA
Plcz1	current symbol	MGI:2150308	Plcz1	phospholipase C, zeta 1	protein coding gene	6	antisense	139989673	140041457	ENSMUSG00000030230	114875	NA	NA
Pld2	current symbol	MGI:892877	Pld2	phospholipase D2	protein coding gene	11	sense	70540064	70558110	ENSMUSG00000020828	18806	NA	NA
Pld3	current symbol	MGI:1333782	Pld3	phospholipase D family, member 3	protein coding gene	7	antisense	27532000	27553218	ENSMUSG00000003363	18807	NA	NA
Pld4	current symbol	MGI:2144765	Pld4	phospholipase D family, member 4	protein coding gene	12	sense	112760655	112768986	ENSMUSG00000052160	104759	NA	NA
Pld5	current symbol	MGI:2442056	Pld5	phospholipase D family, member 5	protein coding gene	1	antisense	175962306	176275312	ENSMUSG00000055214	319455	NA	NA
Pld6	current symbol	MGI:2687283	Pld6	phospholipase D family, member 6	protein coding gene	11	antisense	59783897	59787645	ENSMUSG00000043648	194908	NA	NA
Pldi	current symbol	MGI:1920866	Pldi	polymorphic derived intron containing	lincRNA gene	10	antisense	60928226	60938132	ENSMUSG00000037247	73616	NA	NA
Plec	current symbol	MGI:1277961	Plec	plectin	protein coding gene	15	antisense	76170975	76232574	ENSMUSG00000022565	18810	131950|226670	Epidermolysis Bullosa Simplex, Ogna Type; EBSOG|Epidermolysis Bullosa Simplex with Muscular Dystrophy; EBSMD
Plek	current symbol	MGI:1860485	Plek	pleckstrin	protein coding gene	11	antisense	16971206	17052381	ENSMUSG00000020120	56193	NA	NA
Plek2	current symbol	MGI:1351466	Plek2	pleckstrin 2	protein coding gene	12	antisense	78888691	78906964	ENSMUSG00000021118	27260	NA	NA
Plekha1	current symbol	MGI:2442213	Plekha1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	protein coding gene	7	sense	130865756	130913312	ENSMUSG00000040268	101476	NA	NA
Plekha2	current symbol	MGI:1928144	Plekha2	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2	protein coding gene	8	antisense	25039144	25102376	ENSMUSG00000031557	83436	NA	NA
Plekha3	current symbol	MGI:1932515	Plekha3	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3	protein coding gene	2	sense	76675281	76696828	ENSMUSG00000002733	83435	NA	NA
Plekha4	current symbol	MGI:1916467	Plekha4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	protein coding gene	7	sense	45526330	45554229	ENSMUSG00000040428	69217	NA	NA
Plekha5	current symbol	MGI:1923802	Plekha5	pleckstrin homology domain containing, family A member 5	protein coding gene	6	sense	140424054	140597110	ENSMUSG00000030231	109135	NA	NA
Plekha6	current symbol	MGI:2388662	Plekha6	pleckstrin homology domain containing, family A member 6	protein coding gene	1	sense	133181321	133303435	ENSMUSG00000041757	240753	NA	NA
Plekha7	current symbol	MGI:2445094	Plekha7	pleckstrin homology domain containing, family A member 7	protein coding gene	7	antisense	116123485	116308376	ENSMUSG00000045659	233765	NA	NA
Plekha8	current symbol	MGI:2681164	Plekha8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	protein coding gene	6	sense	54595111	54645839	ENSMUSG00000005225	231999	NA	NA
Plekhb1	current symbol	MGI:1351469	Plekhb1	pleckstrin homology domain containing, family B (evectins) member 1	protein coding gene	7	antisense	100642892	100662414	ENSMUSG00000030701	27276	NA	NA
Plekhb2	current symbol	MGI:2385825	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2	protein coding gene	1	sense	34849976	34879580	ENSMUSG00000026123	226971	NA	NA
Plekhd1	current symbol	MGI:3036228	Plekhd1	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1	protein coding gene	12	sense	80692591	80724214	ENSMUSG00000066438	217682	NA	NA
Plekhd1os	current symbol	MGI:1915604	Plekhd1os	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1, opposite strand	antisense lncRNA gene	12	antisense	80686370	80692466	ENSMUSG00000044062	68354	NA	NA
Plekhf1	current symbol	MGI:1919537	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	protein coding gene	7	antisense	38216972	38228016	ENSMUSG00000074170	72287	NA	NA
Plekhf2	current symbol	MGI:1919051	Plekhf2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	protein coding gene	4	antisense	10988662	11007927	ENSMUSG00000049969	71801	NA	NA
Plekhg1	current symbol	MGI:2676551	Plekhg1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	protein coding gene	10	sense	3740364	3967303	ENSMUSG00000040624	213783	NA	NA
Plekhg2	current symbol	MGI:2141874	Plekhg2	pleckstrin homology domain containing, family G (with RhoGef domain) member 2	protein coding gene	7	antisense	28359604	28372599	ENSMUSG00000037552	101497	NA	NA
Plekhg3	current symbol	MGI:2388284	Plekhg3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	protein coding gene	12	sense	76533560	76579039	ENSMUSG00000052609	263406	NA	NA
Plekhg4	current symbol	MGI:2142544	Plekhg4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	protein coding gene	8	sense	105373274	105382862	ENSMUSG00000014782	102075	NA	NA
Plekhg5	current symbol	MGI:2652860	Plekhg5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	protein coding gene	4	sense	152072498	152115400	ENSMUSG00000039713	269608	NA	NA
Plekhg6	current symbol	MGI:2682298	Plekhg6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	protein coding gene	6	antisense	125362660	125380793	ENSMUSG00000038167	213522	NA	NA
Plekhh1	current symbol	MGI:2144989	Plekhh1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	protein coding gene	12	sense	79029163	79081648	ENSMUSG00000060716	211945	NA	NA
Plekhh2	current symbol	MGI:2146813	Plekhh2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	protein coding gene	17	sense	84511895	84622142	ENSMUSG00000040852	213556	NA	NA
Plekhh3	current symbol	MGI:2384950	Plekhh3	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	protein coding gene	11	antisense	101162679	101171351	ENSMUSG00000035172	217198	NA	NA
