Sample	cell_type	PC1	PC1_scaled	group	adj_p_all	adj_p_wt	dataset	groups	keyword	disease	significance	brain_cells	plot_title	Study	outlier	Model_types
GSE64398_WT_4m_Hipp_rep4	A1_astrocyte	-1.11801812967369	0.446812666323269	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep5	A1_astrocyte	1.07776823499136	0.71827270887689	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep6	A1_astrocyte	1.15908146557109	0.728325277463959	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep7	A1_astrocyte	-2.32843129629619	0.297172056924126	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep8	A1_astrocyte	1.81823292447138	0.809814663663718	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep9	A1_astrocyte	0.409628380233081	0.635672107869825	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep1	A1_astrocyte	-2.60273704050039	0.263260265598409	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep10	A1_astrocyte	2.36581931913789	0.877511516322073	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep2	A1_astrocyte	-1.2580006064677	0.429506953108742	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep3	A1_astrocyte	0.557668965673909	0.653974026612981	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep4	A1_astrocyte	1.61986343424177	0.785290697614186	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep5	A1_astrocyte	-3.39598859588632	0.165192391398071	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	GSE64398_WT_8m_Hipp_rep5	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep6	A1_astrocyte	0.855327786510079	0.690772905352249	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep7	A1_astrocyte	-1.48928268246396	0.400914079411117	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep8	A1_astrocyte	-0.296583338919422	0.548364769406482	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep9	A1_astrocyte	-2.40767018092787	0.287375934978856	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep1	A1_astrocyte	1.22617404820098	0.73661977989317	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep2	A1_astrocyte	0.527005379716993	0.65018315766386	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep3	A1_astrocyte	1.88375358252566	0.817914832655462	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep4	A1_astrocyte	0.178504252490059	0.607098760953236	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep5	A1_astrocyte	-0.370154707224942	0.53926930953282	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep6	A1_astrocyte	0.690755241418481	0.670427178275773	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep7	A1_astrocyte	-1.35941846108353	0.416968895867499	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep1	A1_astrocyte	0.0923187849472314	0.596443848861982	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep2	A1_astrocyte	-0.364959716740425	0.539911554316141	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep3	A1_astrocyte	-3.22715776645525	0.186064560421086	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	GSE64398_het_TASTPM_2m_Hipp_rep3	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep4	A1_astrocyte	0.278832041954527	0.619502055934754	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep1	A1_astrocyte	0.715099960345389	0.673436860156579	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep2	A1_astrocyte	-0.44378819515849	0.530166169951724	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep3	A1_astrocyte	1.32649358633299	0.749022054781342	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep4	A1_astrocyte	-0.320858524247135	0.545363683805395	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep1	A1_astrocyte	0.338877816466332	0.626925377605041	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep2	A1_astrocyte	-0.696275735910737	0.498951713181328	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep3	A1_astrocyte	-0.364896990793444	0.539919308981399	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep4	A1_astrocyte	-1.00842064592601	0.460361952392569	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_2m_Hipp_rep2	A1_astrocyte	0.309518859619612	0.623295796966783	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_2m_Hipp_rep3	A1_astrocyte	-0.463795942964475	0.52769265788415	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_2m_Hipp_rep4	A1_astrocyte	-0.55798148325965	0.516048715109068	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TPM_2m_Hipp_rep1	A1_astrocyte	2.38320207972249	0.879660507227531	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_2m_Hipp_rep2	A1_astrocyte	2.17783055593649	0.854270895795658	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_2m_Hipp_rep3	A1_astrocyte	1.45972917120567	0.765493665189902	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep1	A1_astrocyte	-0.523663258627083	0.520291398672933	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep2	A1_astrocyte	1.50167865294587	0.770679783603583	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep3	A1_astrocyte	-1.14435923497962	0.443556175763748	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep4	A1_astrocyte	-0.906906946612234	0.472911858694449	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_4m_Hipp_rep1	A1_astrocyte	1.06714906211326	0.716959884839105	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_4m_Hipp_rep2	A1_astrocyte	0.887331767396816	0.694729484258651	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_4m_Hipp_rep1	A1_astrocyte	-4.7321970380796	4.39213860668604e-16	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	GSE64398_TAU_4m_Hipp_rep1	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep2	A1_astrocyte	-1.38450274252154	0.413867783566153	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep3	A1_astrocyte	-1.20926394520891	0.435532154991827	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep4	A1_astrocyte	3.34904900304872	0.999065951730515	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	GSE64398_TAU_4m_Hipp_rep4	TAU transgenic models
GSE64398_TPM_4m_Hipp_rep1	A1_astrocyte	2.03457933863665	0.836561075673879	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep2	A1_astrocyte	-0.765183715878758	0.49043277733428	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep3	A1_astrocyte	0.358872997701454	0.629397336096222	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep4	A1_astrocyte	1.42950237028483	0.76175679497508	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep1	A1_astrocyte	0.0618260333568647	0.592674099774593	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep2	A1_astrocyte	1.32785726060079	0.749190642709895	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep3	A1_astrocyte	0.762387554534229	0.679282917194427	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep4	A1_astrocyte	-1.18267335198014	0.438819489172221	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep1	A1_astrocyte	1.44362853360268	0.763503180214142	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep2	A1_astrocyte	-0.139543549574396	0.56777923913096	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep3	A1_astrocyte	-0.125046757723254	0.569571444327299	Disease	0.374419491719094	0.374419491719094	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_1	A2_astrocyte	-0.526348441566612	0.560050518184008	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_2	A2_astrocyte	-0.551977846561901	0.557133626304574	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_3	A2_astrocyte	-1.12432530284572	0.491994554689154	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_4	A2_astrocyte	-0.650363212669521	0.545936352099138	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_5	A2_astrocyte	0.800290800969204	0.711035811607791	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_6	A2_astrocyte	0.258023115764474	0.649320129650146	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_7	A2_astrocyte	0.0166446309053623	0.621848756729668	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_WT_8	A2_astrocyte	0.371247622856046	0.662206251873778	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_1	A2_astrocyte	0.939630839353483	0.726894151921106	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_2	A2_astrocyte	0.474028692609737	0.67390380270569	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_3	A2_astrocyte	-0.281434351693406	0.58792427959366	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_4	A2_astrocyte	0.519879075426198	0.679122051405995	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_5	A2_astrocyte	-0.925913047809082	0.514575925407782	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_6	A2_astrocyte	0.672528248802656	0.696495109200582	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_7	A2_astrocyte	0.337474346704722	0.658362503063934	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE36237_HippVeh_TG_8	A2_astrocyte	-0.0176927581323958	0.61794080602759	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE36237	NA	Amyloid transgenic models
GSE48622_WT_rep1	A2_astrocyte	-0.100527072861918	0.60851340262055	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_WT_rep2	A2_astrocyte	0.0848421443997623	0.629610340478723	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_WT_rep3	A2_astrocyte	0.216311519775621	0.644572917780012	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_WT_rep4	A2_astrocyte	-0.0463215007568199	0.614682558444592	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep1	A2_astrocyte	-0.9323276171357	0.513845880945871	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep2	A2_astrocyte	0.356352986483715	0.660511087905299	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep3	A2_astrocyte	0.202998744882465	0.643057786040289	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep4	A2_astrocyte	0.480890526573183	0.674684750518161	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep1	A2_astrocyte	-0.411685331076753	0.573100368382245	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep2	A2_astrocyte	-0.187529304024857	0.598611647132335	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep3	A2_astrocyte	-0.351144068426215	0.579990591445499	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep4	A2_astrocyte	0.601623912110066	0.688425460921457	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep1	A2_astrocyte	-0.223088019101934	0.594564696870693	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep2	A2_astrocyte	0.062831124386328	0.627105258306623	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep3	A2_astrocyte	-0.236132719301509	0.593080074809089	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep4	A2_astrocyte	0.143644773329245	0.636302689007504	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE48622	NA	KO models
GSE63617_3m_hp_VH_rep1	A2_astrocyte	-1.00320053498024	0.505779808457239	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep2	A2_astrocyte	0.501665453575142	0.677049152496239	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep3	A2_astrocyte	-0.429676701171158	0.571052764025534	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep4	A2_astrocyte	-1.44129923683101	0.45591963628181	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep5	A2_astrocyte	0.027348894709781	0.623067012876159	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep1	A2_astrocyte	0.53153114364933	0.680448177517191	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep2	A2_astrocyte	-0.585184617446429	0.55335435166464	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep3	A2_astrocyte	0.167077081255742	0.638969528472554	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep4	A2_astrocyte	0.911280799465719	0.723667623597665	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep5	A2_astrocyte	0.50810090901642	0.677781574014436	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep1	A2_astrocyte	0.44301161470032	0.670373737817552	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep2	A2_astrocyte	-1.6348357824218	0.433893171823849	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep3	A2_astrocyte	0.24513580226985	0.647853419826523	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep4	A2_astrocyte	-0.770192517504772	0.532298535448445	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep5	A2_astrocyte	-0.331459090502108	0.582230945923654	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep1	A2_astrocyte	-0.541117345754949	0.558369663840998	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep2	A2_astrocyte	-0.344518731665348	0.580744623425556	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep3	A2_astrocyte	0.484718983326435	0.675120468569999	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep4	A2_astrocyte	0.780594822037422	0.708794205100961	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep5	A2_astrocyte	1.06103904531912	0.740711663882185	Disease	0.322160517096772	0.322160517096772	mixed_model	Disease	early	AD		astrocyte_type	AD early	GSE63617	NA	Other models
GSE64398_WT_2m_Hipp_rep1	A2_astrocyte	1.75879882568777	0.820123957594303	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep10	A2_astrocyte	0.667948258778714	0.695973858874592	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep11	A2_astrocyte	-0.934214324398102	0.513631154107945	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep12	A2_astrocyte	1.43998522189591	0.783839665698944	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep2	A2_astrocyte	1.80314665490043	0.825171200123917	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep3	A2_astrocyte	0.877743625639641	0.719850745679101	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep4	A2_astrocyte	1.44301738720047	0.784184757532156	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep5	A2_astrocyte	-3.02115574678089	0.276115593800521	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	GSE64398_WT_2m_Hipp_rep5	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep6	A2_astrocyte	-0.183708998867485	0.599046437448089	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep7	A2_astrocyte	0.0406738624031255	0.624583532282895	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_2m_Hipp_rep8	A2_astrocyte	-0.732398597863977	0.536599875152292	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_2m_Hipp_rep9	A2_astrocyte	-0.571404144189467	0.554922712324803	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep1	A2_astrocyte	1.01309909927295	0.73525560123273	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep2	A2_astrocyte	1.59378142041021	0.801343266840546	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep3	A2_astrocyte	2.66777216370462	0.923574542918869	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep4	A2_astrocyte	0.00489494764566797	0.620511521015752	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep5	A2_astrocyte	-0.815416943670617	0.527151527101609	WT	NA	NA	mixed_model	WT	early	AD		astrocyte_type	AD early	GSE64398	NA	Amyloid transgenic models
