Bioassay	ExternalID	Batch	Genotype	OrganismPart	Treatment	Gender	Timepoint	Sample	Dataset	ExpMatrixName	Original_genotype	Genotype2	Age_in_weeks	Section	Grown_with	Scan_batch	Dataset_assigned
GSE63617_Biomat_29___BioAssayImplId=380336Name=1m_hp_VH[NFND_251486812129_S01_GE2.v4_91_1_2]	GSM1553763	Batch_09_19_07_07	WT	Hippocampus	NA	F	1_month	1m_hp_VH_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_2___BioAssayImplId=380364Name=1m_bfb_AD11[NFND_251486812129_S01_GE2.v4_91_1_4]	GSM1553735	Batch_09_19_07_07	AD11	Basal_forebrain	NA	F	1_month	1m_bfb_AD11_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_33___BioAssayImplId=380362Name=1m_bfb_AD11[NFND_251486812130_S01_GE2.v4_91_1_2]	GSM1553737	Batch_09_19_07_07	AD11	Basal_forebrain	NA	F	1_month	1m_bfb_AD11_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_35___BioAssayImplId=380332Name=6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_4]	GSM1553797	Batch_07_04_07_07	AD11	Basal_forebrain	NA	F	6_months	6m_bfb_AD11_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_36___BioAssayImplId=380301Name=15m_hp_VH[NFND_251486811713_S01_GE2.v4_91_1_3]	GSM1553848	Batch_07_04_07_07	WT	Hippocampus	NA	F	15_months	15m_hp_VH_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_3___BioAssayImplId=380363Name=1m_bfb_AD11[NFND_251486812130_S01_GE2.v4_91_1_1]	GSM1553736	Batch_09_19_07_07	AD11	Basal_forebrain	NA	F	1_month	1m_bfb_AD11_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_40___BioAssayImplId=380329Name=6m_bfb_VH[NFND_251486811448_S01_GE2.v4_91_1_3]	GSM1553800	Batch_07_04_07_07	WT	Basal_forebrain	NA	F	6_months	6m_bfb_VH_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_43___BioAssayImplId=380324Name=6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_3]	GSM1553805	Batch_06_30_05_07	AD11	Cortex	NA	F	6_months	6m_ctx_AD11_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_49___BioAssayImplId=380350Name=1m_ctx_VH[NFND_251486811718_S01_GE2.v4_91_1_3]	GSM1553749	Batch_08_11_07_07	WT	Cortex	NA	F	1_month	1m_ctx_VH_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_4___BioAssayImplId=380365Name=1m_bfb_AD11[NFND_251486812129_S01_GE2.v4_91_1_3]	GSM1553734	Batch_09_19_07_07	AD11	Basal_forebrain	NA	F	1_month	1m_bfb_AD11_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_51___BioAssayImplId=380335Name=6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_1]	GSM1553794	Batch_07_04_07_07	AD11	Basal_forebrain	NA	F	6_months	6m_bfb_AD11_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_52___BioAssayImplId=380334Name=6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_2]	GSM1553795	Batch_07_04_07_07	AD11	Basal_forebrain	NA	F	6_months	6m_bfb_AD11_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_53___BioAssayImplId=380333Name=6m_bfb_AD11[NFND_251486811447_S01_GE2.v4_91_1_3]	GSM1553796	Batch_07_04_07_07	AD11	Basal_forebrain	NA	F	6_months	6m_bfb_AD11_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_54___BioAssayImplId=380331Name=6m_bfb_AD11[NFND_251486811448_S01_GE2.v4_91_1_1]	GSM1553798	Batch_07_04_07_07	AD11	Basal_forebrain	NA	F	6_months	6m_bfb_AD11_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_55___BioAssayImplId=380330Name=6m_bfb_VH[NFND_251486811448_S01_GE2.v4_91_1_2]	GSM1553799	Batch_07_04_07_07	WT	Basal_forebrain	NA	F	6_months	6m_bfb_VH_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_56___BioAssayImplId=380326Name=6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_1]	GSM1553803	Batch_06_30_05_07	AD11	Cortex	NA	F	6_months	6m_ctx_AD11_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_57___BioAssayImplId=380318Name=6m_ctx_VH[NFND_251486811444_S01_GE2.v4_91_1_1]	GSM1553811	Batch_06_30_05_07	WT	Cortex	NA	F	6_months	6m_ctx_VH_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_58___BioAssayImplId=380316Name=6m_hp_AD11[NFND_251486811444_S01_GE2.v4_91_1_3]	GSM1553813	Batch_06_30_05_07	AD11	Hippocampus	NA	F	6_months	6m_hp_AD11_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_59___BioAssayImplId=380315Name=6m_hp_AD11[NFND_251486811444_S01_GE2.v4_91_1_4]	GSM1553814	Batch_06_30_05_07	AD11	Hippocampus	NA	F	6_months	6m_hp_AD11_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_5___BioAssayImplId=380361Name=1m_bfb_AD11[NFND_251486812130_S01_GE2.v4_91_1_3]	GSM1553738	Batch_09_19_07_07	AD11	Basal_forebrain	NA	F	1_month	1m_bfb_AD11_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_60___BioAssayImplId=380314Name=6m_hp_AD11[NFND_251486811445_S01_GE2.v4_91_1_1]	GSM1553815	Batch_06_30_05_07	AD11	Hippocampus	NA	F	6_months	6m_hp_AD11_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_61___BioAssayImplId=380313Name=6m_hp_AD11[NFND_251486811445_S01_GE2.v4_91_1_2]	GSM1553816	Batch_06_30_05_07	AD11	Hippocampus	NA	F	6_months	6m_hp_AD11_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_62___BioAssayImplId=380312Name=6m_hp_AD11[NFND_251486811445_S01_GE2.v4_91_1_3]	GSM1553817	Batch_06_30_05_07	AD11	Hippocampus	NA	F	6_months	6m_hp_AD11_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_63___BioAssayImplId=380311Name=6m_hp_VH[NFND_251486811445_S01_GE2.v4_91_1_4]	GSM1553818	Batch_06_30_05_07	WT	Hippocampus	NA	F	6_months	6m_hp_VH_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_64___BioAssayImplId=380310Name=6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_1]	GSM1553819	Batch_06_30_05_07	WT	Hippocampus	NA	F	6_months	6m_hp_VH_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_65___BioAssayImplId=380309Name=6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_2]	GSM1553820	Batch_06_30_05_07	WT	Hippocampus	NA	F	6_months	6m_hp_VH_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_66___BioAssayImplId=380308Name=6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_3]	GSM1553821	Batch_06_30_05_07	WT	Hippocampus	NA	F	6_months	6m_hp_VH_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_67___BioAssayImplId=380307Name=6m_hp_VH[NFND_251486811446_S01_GE2.v4_91_1_4]	GSM1553822	Batch_06_30_05_07	WT	Hippocampus	NA	F	6_months	6m_hp_VH_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_68___BioAssayImplId=380306Name=15m_hp_AD11[NFND_251486811713_S01_GE2.v4_91_1_1]	GSM1553843	Batch_07_04_07_07	AD11	Hippocampus	NA	F	15_months	15m_hp_AD11_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_69___BioAssayImplId=380305Name=15m_hp_AD11[NFND_251486811713_S01_GE2.v4_91_1_2]	GSM1553844	Batch_07_04_07_07	AD11	Hippocampus	NA	F	15_months	15m_hp_AD11_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_6___BioAssayImplId=380360Name=1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_1]	GSM1553739	Batch_09_19_07_07	WT	Basal_forebrain	NA	F	1_month	1m_bfb_VH_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_70___BioAssayImplId=380304Name=15m_hp_AD11[NFND_251486811877_S01_GE2.v4_91_1_2]	GSM1553845	Batch_07_04_07_07	AD11	Hippocampus	NA	F	15_months	15m_hp_AD11_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_71___BioAssayImplId=380303Name=15m_hp_AD11[NFND_251486811877_S01_GE2.v4_91_1_3]	GSM1553846	Batch_07_04_07_07	AD11	Hippocampus	NA	F	15_months	15m_hp_AD11_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_72___BioAssayImplId=380302Name=15m_hp_AD11[NFND_251486811877_S01_GE2.v4_91_1_4]	GSM1553847	Batch_07_04_07_07	AD11	Hippocampus	NA	F	15_months	15m_hp_AD11_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_73___BioAssayImplId=380299Name=15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_2]	GSM1553850	Batch_07_04_07_07	WT	Hippocampus	NA	F	15_months	15m_hp_VH_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_74___BioAssayImplId=380298Name=15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_3]	GSM1553851	Batch_07_04_07_07	WT	Hippocampus	NA	F	15_months	15m_hp_VH_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_75___BioAssayImplId=380297Name=15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_4]	GSM1553852	Batch_07_04_07_07	WT	Hippocampus	NA	F	15_months	15m_hp_VH_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_8___BioAssayImplId=380358Name=1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_3]	GSM1553741	Batch_09_19_07_07	WT	Basal_forebrain	NA	F	1_month	1m_bfb_VH_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE63617_Biomat_9___BioAssayImplId=380357Name=1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_4]	GSM1553742	Batch_09_19_07_07	WT	Basal_forebrain	NA	F	1_month	1m_bfb_VH_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_10___BioAssayImplId=380356Name=1m_bfb_VH[NFND_251486812130_S01_GE2.v4_91_1_4]	GSM1553743	Batch_09_19_07_07	WT	Basal_forebrain	NA	F	1_month	1m_bfb_VH_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_11___BioAssayImplId=380355Name=1m_ctx_AD11[NFND_251486811713_S01_GE2.v4_91_1_4]	GSM1553744	Batch_07_04_07_07	AD11	Cortex	NA	F	1_month	1m_ctx_AD11_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_12___BioAssayImplId=380354Name=1m_ctx_AD11[NFND_251486811716_S01_GE2.v4_91_1_3]	GSM1553745	Batch_08_11_07_07	AD11	Cortex	NA	F	1_month	1m_ctx_AD11_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_13___BioAssayImplId=380353Name=1m_ctx_AD11[NFND_251486811716_S01_GE2.v4_91_1_4]	GSM1553746	Batch_08_11_07_07	AD11	Cortex	NA	F	1_month	1m_ctx_AD11_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_14___BioAssayImplId=380352Name=1m_ctx_AD11[NFND_251486811718_S01_GE2.v4_91_1_1]	GSM1553747	Batch_08_11_07_07	AD11	Cortex	NA	F	1_month	1m_ctx_AD11_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_17___BioAssayImplId=380349Name=1m_ctx_VH[NFND_251486811718_S01_GE2.v4_91_1_4]	GSM1553750	Batch_08_11_07_07	WT	Cortex	NA	F	1_month	1m_ctx_VH_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_18___BioAssayImplId=380348Name=1m_ctx_VH[NFND_251486812126_S01_GE2.v4_91_1_1]	GSM1553751	Batch_08_11_07_07	WT	Cortex	NA	F	1_month	1m_ctx_VH_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_19___BioAssayImplId=380347Name=1m_ctx_VH[NFND_251486812126_S01_GE2.v4_91_1_2]	GSM1553752	Batch_08_11_07_07	WT	Cortex	NA	F	1_month	1m_ctx_VH_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_24___BioAssayImplId=380342Name=1m_hp_AD11[NFND_251486812127_S01_GE2.v4_91_1_3]	GSM1553757	Batch_08_11_07_07	AD11	Hippocampus	NA	F	1_month	1m_hp_AD11_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_25___BioAssayImplId=380341Name=1m_hp_AD11[NFND_251486812127_S01_GE2.v4_91_1_4]	GSM1553758	Batch_08_11_07_07	AD11	Hippocampus	NA	F	1_month	1m_hp_AD11_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_26___BioAssayImplId=380340Name=1m_hp_VH[NFND_251486812128_S01_GE2.v4_91_1_2]	GSM1553759	Batch_09_19_07_07	WT	Hippocampus	NA	F	1_month	1m_hp_VH_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_27___BioAssayImplId=380339Name=1m_hp_VH[NFND_251486812128_S01_GE2.v4_91_1_3]	GSM1553760	Batch_09_19_07_07	WT	Hippocampus	NA	F	1_month	1m_hp_VH_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_30___BioAssayImplId=380338Name=1m_hp_VH[NFND_251486812128_S01_GE2.v4_91_1_4]	GSM1553761	Batch_09_19_07_07	WT	Hippocampus	NA	F	1_month	1m_hp_VH_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_37___BioAssayImplId=380300Name=15m_hp_VH[NFND_251486811714_S01_GE2.v4_91_1_1]	GSM1553849	Batch_07_04_07_07	WT	Hippocampus	NA	F	15_months	15m_hp_VH_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_38___BioAssayImplId=380327Name=6m_bfb_VH[NFND_251486811716_S01_GE2.v4_91_1_2]	GSM1553802	Batch_08_11_07_07	WT	Basal_forebrain	NA	F	6_months	6m_bfb_VH_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_39___BioAssayImplId=380328Name=6m_bfb_VH[NFND_251486811448_S01_GE2.v4_91_1_4]	GSM1553801	Batch_07_04_07_07	WT	Basal_forebrain	NA	F	6_months	6m_bfb_VH_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_41___BioAssayImplId=380322Name=6m_ctx_AD11[NFND_251486811420_S01_GE2.v4_91_1_1]	GSM1553807	Batch_06_30_05_07	AD11	Cortex	NA	F	6_months	6m_ctx_AD11_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_42___BioAssayImplId=380325Name=6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_2]	GSM1553804	Batch_06_30_05_07	AD11	Cortex	NA	F	6_months	6m_ctx_AD11_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_44___BioAssayImplId=380323Name=6m_ctx_AD11[NFND_251486811419_S02_GE2.v4_91_1_4]	GSM1553806	Batch_06_30_05_07	AD11	Cortex	NA	F	6_months	6m_ctx_AD11_rep4	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_46___BioAssayImplId=380321Name=6m_ctx_VH[NFND_251486811420_S01_GE2.v4_91_1_2]	GSM1553808	Batch_06_30_05_07	WT	Cortex	NA	F	6_months	6m_ctx_VH_rep1	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_47___BioAssayImplId=380320Name=6m_ctx_VH[NFND_251486811420_S01_GE2.v4_91_1_3]	GSM1553809	Batch_06_30_05_07	WT	Cortex	NA	F	6_months	6m_ctx_VH_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_48___BioAssayImplId=380319Name=6m_ctx_VH[NFND_251486811420_S01_GE2.v4_91_1_4]	GSM1553810	Batch_06_30_05_07	WT	Cortex	NA	F	6_months	6m_ctx_VH_rep3	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_50___BioAssayImplId=380317Name=6m_ctx_VH[NFND_251486811444_S01_GE2.v4_91_1_2]	GSM1553812	Batch_06_30_05_07	WT	Cortex	NA	F	6_months	6m_ctx_VH_rep5	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
ModeledafterGSE63617_Biomat_7___BioAssayImplId=380359Name=1m_bfb_VH[NFND_251486811823_S01_GE2.v4_91_1_2]	GSM1553740	Batch_09_19_07_07	WT	Basal_forebrain	NA	F	1_month	1m_bfb_VH_rep2	GSE63617.2	NA	NA	NA	NA	NA	NA	NA	NA
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Cb_rep1	GSM1570431	Batch_04_2013-06-27	het_TASTPM	Cerebellum	NA	M	18_months	het_TASTPM_18m_Cb_rep1	GSE64398.2	NA	NA	NA	72_weeks	A	het_TASTPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Cb_rep2	GSM1570542	Batch_04_2013-06-27	het_TASTPM	Cerebellum	NA	M	18_months	het_TASTPM_18m_Cb_rep2	GSE64398.2	NA	NA	NA	72_weeks	A	het_TASTPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Cb_rep3	GSM1570547	Batch_04_2013-06-27	het_TASTPM	Cerebellum	NA	M	18_months	het_TASTPM_18m_Cb_rep3	GSE64398.2	NA	NA	NA	72_weeks	F	het_TASTPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Cb_rep4	GSM1570512	Batch_05_2013-07-02	het_TASTPM	Cerebellum	NA	M	18_months	het_TASTPM_18m_Cb_rep4	GSE64398.2	NA	NA	NA	72_weeks	B	het_TASTPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Ctx_rep1	GSM1570460	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	18_months	het_TASTPM_18m_Ctx_rep1	GSE64398.3	NA	NA	NA	72_weeks	A	het_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Ctx_rep2	GSM1570473	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	18_months	het_TASTPM_18m_Ctx_rep2	GSE64398.3	NA	NA	NA	72_weeks	G	het_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Ctx_rep3	GSM1570475	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	18_months	het_TASTPM_18m_Ctx_rep3	GSE64398.3	NA	NA	NA	72_weeks	A	het_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Ctx_rep4	GSM1570507	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	18_months	het_TASTPM_18m_Ctx_rep4	GSE64398.3	NA	NA	NA	72_weeks	E	het_TASTPM	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Hipp_rep1	GSM1570274	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	18_months	het_TASTPM_18m_Hipp_rep1	GSE64398.1	NA	NA	NA	72_weeks	A	het_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Hipp_rep2	GSM1570296	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	18_months	het_TASTPM_18m_Hipp_rep2	GSE64398.1	NA	NA	NA	72_weeks	A	het_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Hipp_rep3	GSM1570384	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	18_months	het_TASTPM_18m_Hipp_rep3	GSE64398.1	NA	NA	NA	72_weeks	A	het_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_18m_Hipp_rep4	GSM1570392	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	18_months	het_TASTPM_18m_Hipp_rep4	GSE64398.1	NA	NA	NA	72_weeks	A	het_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Cb_rep1	GSM1570320	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	2_months	het_TASTPM_2m_Cb_rep1	GSE64398.2	NA	NA	NA	8_weeks	D	het_TASTPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Cb_rep2	GSM1570417	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	2_months	het_TASTPM_2m_Cb_rep2	GSE64398.2	NA	NA	NA	8_weeks	B	het_TASTPM	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Cb_rep3	GSM1570428	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	2_months	het_TASTPM_2m_Cb_rep3	GSE64398.2	NA	NA	NA	8_weeks	F	het_TASTPM	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Cb_rep4	GSM1570454	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	2_months	het_TASTPM_2m_Cb_rep4	GSE64398.2	NA	NA	NA	8_weeks	C	het_TASTPM	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Ctx_rep1	GSM1570441	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	2_months	het_TASTPM_2m_Ctx_rep1	GSE64398.3	NA	NA	NA	8_weeks	D	het_TASTPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Ctx_rep2	GSM1570442	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	2_months	het_TASTPM_2m_Ctx_rep2	GSE64398.3	NA	NA	NA	8_weeks	E	het_TASTPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Ctx_rep3	GSM1570546	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	2_months	het_TASTPM_2m_Ctx_rep3	GSE64398.3	NA	NA	NA	8_weeks	E	het_TASTPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Ctx_rep4	GSM1570584	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	2_months	het_TASTPM_2m_Ctx_rep4	GSE64398.3	NA	NA	NA	8_weeks	G	het_TASTPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Hipp_rep1	GSM1570268	Batch_01_2012-02-25	het_TASTPM	Hippocampus	NA	M	2_months	het_TASTPM_2m_Hipp_rep1	GSE64398.1	NA	NA	NA	8_weeks	C	het_TASTPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Hipp_rep2	GSM1570290	Batch_01_2012-02-25	het_TASTPM	Hippocampus	NA	M	2_months	het_TASTPM_2m_Hipp_rep2	GSE64398.1	NA	NA	NA	8_weeks	C	het_TASTPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Hipp_rep3	GSM1570365	Batch_01_2012-02-25	het_TASTPM	Hippocampus	NA	M	2_months	het_TASTPM_2m_Hipp_rep3	GSE64398.1	NA	NA	NA	8_weeks	D	het_TASTPM	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_2m_Hipp_rep4	GSM1570378	Batch_01_2012-02-25	het_TASTPM	Hippocampus	NA	M	2_months	het_TASTPM_2m_Hipp_rep4	GSE64398.1	NA	NA	NA	8_weeks	C	het_TASTPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Cb_rep1	GSM1570558	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	4_months	het_TASTPM_4m_Cb_rep1	GSE64398.2	NA	NA	NA	16_weeks	B	het_TASTPM	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Cb_rep2	GSM1570493	Batch_05_2013-07-02	het_TASTPM	Cerebellum	NA	M	4_months	het_TASTPM_4m_Cb_rep2	GSE64398.2	NA	NA	NA	16_weeks	E	het_TASTPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Cb_rep3	GSM1570519	Batch_05_2013-07-02	het_TASTPM	Cerebellum	NA	M	4_months	het_TASTPM_4m_Cb_rep3	GSE64398.2	NA	NA	NA	16_weeks	A	het_TASTPM	Batch9_7/3/2013	GSE64398.2
