ProbeName	geneSymbol	Description	LogRatio	pValue	pValueFDR	timepoint	regulation	phase
ILMN_2991930	Spock3	Mus musculus sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3 (Spock3), mRNA.	-0.69	3.43e-06	0.00014	11m	down	late
ILMN_2988299	Srf	Mus musculus serum response factor (Srf), mRNA.	-0.58	3.52e-06	0.00014	11m	down	late
ILMN_2695085	Sorcs2		-0.53	3.73e-06	0.00014	11m	down	late
ILMN_1217406	1110013l07rik		-0.46	3.58e-06	0.00014	11m	down	late
ILMN_2958484	Nlrx1	Mus musculus NLR family member X1 (Nlrx1), mRNA.	-0.46	3.7e-06	0.00014	11m	down	late
ILMN_2759079	Ppap2a	Mus musculus phosphatidic acid phosphatase 2a (Ppap2a), transcript variant 2, mRNA.	-0.45	3.58e-06	0.00014	11m	down	late
ILMN_2966034	Zfp365	Mus musculus zinc finger protein 365 (Zfp365), mRNA.	-0.43	3.49e-06	0.00014	11m	down	late
ILMN_2894266	Gpr139	Mus musculus G protein-coupled receptor 139 (Gpr139), mRNA.	-0.38	3.5e-06	0.00014	11m	down	late
ILMN_3016674	Rreb1	Mus musculus ras responsive element binding protein 1 (Rreb1), transcript variant 1, mRNA.	-0.72	3.93e-06	0.00015	11m	down	late
ILMN_2668260	Kcnh1		-0.53	3.91e-06	0.00015	11m	down	late
ILMN_3150313	D330017j20rik	Mus musculus RIKEN cDNA D330017J20 gene (D330017J20Rik), transcript variant 2, mRNA. XM_899022 XM_909461 XM_921304 XM_921310 XM_921314 XM_921319 XM_921325	-0.51	3.93e-06	0.00015	11m	down	late
ILMN_1246508	Pars2	Mus musculus prolyl-tRNA synthetase (mitochondrial)(putative) (Pars2), mRNA.	-0.51	4.03e-06	0.00015	11m	down	late
ILMN_2750740	Flrt3	Mus musculus fibronectin leucine rich transmembrane protein 3 (Flrt3), mRNA.	-0.49	3.9e-06	0.00015	11m	down	late
ILMN_2789948	Arhgdib	Mus musculus Rho, GDP dissociation inhibitor (GDI) beta (Arhgdib), mRNA.	-0.47	4e-06	0.00015	11m	down	late
ILMN_2639012	Ccr6	Mus musculus chemokine (C-C motif) receptor 6 (Ccr6), mRNA.	-0.42	3.83e-06	0.00015	11m	down	late
ILMN_3162247	Asphd2	Mus musculus aspartate beta-hydroxylase domain containing 2 (Asphd2), mRNA.	-0.35	3.9e-06	0.00015	11m	down	late
ILMN_2650998	Erf	Mus musculus Ets2 repressor factor (Erf), mRNA.	-0.69	4.18e-06	0.00016	11m	down	late
ILMN_1229091	Nr1d1		-0.6	4.28e-06	0.00016	11m	down	late
ILMN_1220846	Ai842788	Mus musculus coiled-coil domain containing 85B (Ccdc85b), mRNA.	-0.58	4.26e-06	0.00016	11m	down	late
ILMN_2660766	Cd59b	Mus musculus CD59b antigen (Cd59b), mRNA.	-0.55	4.26e-06	0.00016	11m	down	late
ILMN_1243830	Phex		-0.54	4.12e-06	0.00016	11m	down	late
ILMN_1242310	Camkk1	Mus musculus calcium/calmodulin-dependent protein kinase kinase 1, alpha (Camkk1), mRNA.	-0.51	4.16e-06	0.00016	11m	down	late
ILMN_1241561	4930521e07rik	Mus musculus RIKEN cDNA 4930521E07 gene (4930521E07Rik), mRNA.	-0.43	4.56e-06	0.00017	11m	down	late
ILMN_3048728	Centg1	Mus musculus centaurin, gamma 1 (Centg1), mRNA.	-0.55	4.83e-06	0.00018	11m	down	late
ILMN_2602581	Gmpr	Mus musculus guanosine monophosphate reductase (Gmpr), mRNA.	-0.48	4.85e-06	0.00018	11m	down	late
ILMN_1240256	Slc9a3r1		-0.46	4.84e-06	0.00018	11m	down	late
ILMN_1255849	Zdhhc13	Mus musculus zinc finger, DHHC domain containing 13 (Zdhhc13), mRNA.	-0.44	5.32e-06	2e-04	11m	down	late
ILMN_3160364	Npy2r	Mus musculus neuropeptide Y receptor Y2 (Npy2r), mRNA.	-0.39	5.31e-06	2e-04	11m	down	late
ILMN_2768786	Ablim2		-0.52	5.89e-06	0.00021	11m	down	late
ILMN_2659994	Gdnf		-0.49	5.65e-06	0.00021	11m	down	late
ILMN_2825109	Zfp330	Mus musculus zinc finger protein 330 (Zfp330), mRNA.	-0.42	5.77e-06	0.00021	11m	down	late
ILMN_2668020	Syt9	Mus musculus synaptotagmin IX (Syt9), mRNA.	-0.4	5.66e-06	0.00021	11m	down	late
ILMN_2958417	6720456b07rik	Mus musculus RIKEN cDNA 6720456B07 gene (6720456B07Rik), mRNA.	-0.36	5.75e-06	0.00021	11m	down	late
ILMN_1243722	Prosapip1	Mus musculus ProSAPiP1 protein (Prosapip1), mRNA.	-0.55	6.08e-06	0.00022	11m	down	late
ILMN_1254663	Igsf4b		-0.51	6.15e-06	0.00022	11m	down	late
ILMN_2798606	Kcnq5	Mus musculus potassium voltage-gated channel, subfamily Q, member 5 (Kcnq5), mRNA.	-0.46	5.97e-06	0.00022	11m	down	late
ILMN_2883063	Adcy2	Mus musculus adenylate cyclase 2 (Adcy2), mRNA.	-0.45	6.71e-06	0.00024	11m	down	late
ILMN_2908846	Iqgap2	Mus musculus IQ motif containing GTPase activating protein 2 (Iqgap2), mRNA.	-0.56	6.98e-06	0.00025	11m	down	late
ILMN_2669146	Ap1gbp1	Mus musculus AP1 gamma subunit binding protein 1 (Ap1gbp1), mRNA.	-0.44	6.93e-06	0.00025	11m	down	late
ILMN_1241437	Gsta3		-0.41	7.01e-06	0.00025	11m	down	late
ILMN_2746521	Icam5	Mus musculus intercellular adhesion molecule 5, telencephalin (Icam5), mRNA.	-0.47	7.22e-06	0.00026	11m	down	late
ILMN_2710665	Kctd4		-0.42	7.33e-06	0.00026	11m	down	late
ILMN_2749650	Epor		-0.37	7.33e-06	0.00026	11m	down	late
ILMN_1218471	3-sep		-0.5	7.7e-06	0.00027	11m	down	late
ILMN_2629877	Lrrtm3	Mus musculus leucine rich repeat transmembrane neuronal 3 (Lrrtm3), mRNA.	-0.5	7.45e-06	0.00027	11m	down	late
ILMN_1243388	Slc5a7	Mus musculus solute carrier family 5 (choline transporter), member 7 (Slc5a7), mRNA.	-0.57	7.91e-06	0.00028	11m	down	late
ILMN_2659160	Hdac5		-0.44	8.02e-06	0.00028	11m	down	late
ILMN_1256563	Glt25d1		-0.44	8.11e-06	0.00028	11m	down	late
ILMN_2748165	Krt1-9		-0.56	8.15e-06	0.00029	11m	down	late
ILMN_1230765	Tpst1	Mus musculus protein-tyrosine sulfotransferase 1 (Tpst1), mRNA.	-0.36	8.34e-06	0.00029	11m	down	late
ILMN_2655905	G630049c14rik	Mus musculus neuritin 1-like (Nrn1l), mRNA.	-0.62	9.1e-06	0.00032	11m	down	late
ILMN_3124885	Pdpk1	Mus musculus 3-phosphoinositide dependent protein kinase-1 (Pdpk1), transcript variant 2, mRNA.	-0.53	9.23e-06	0.00032	11m	down	late
ILMN_2854117	2410081m15rik	Mus musculus RIKEN cDNA 2410081M15 gene (2410081M15Rik), mRNA.	-0.5	9.14e-06	0.00032	11m	down	late
ILMN_2534253	Loc216963		-0.49	9.11e-06	0.00032	11m	down	late
ILMN_3029727	Shf	Mus musculus Src homology 2 domain containing F (Shf), mRNA.	-0.44	9.23e-06	0.00032	11m	down	late
ILMN_3162452	Ppm2c	Mus musculus protein phosphatase 2C, magnesium dependent, catalytic subunit (Ppm2c), mRNA. XM_919775	-0.69	9.72e-06	0.00033	11m	down	late
ILMN_2745433	1200007d18rik		-0.38	9.69e-06	0.00033	11m	down	late
ILMN_1254966	Rbms1		-0.46	1e-05	0.00034	11m	down	late
ILMN_3123195	Slc1a2	Mus musculus solute carrier family 1 (glial high affinity glutamate transporter), member 2 (Slc1a2), transcript variant 1, mRNA.	-0.45	9.84e-06	0.00034	11m	down	late
ILMN_1238608	Abcc10		-0.43	1.01e-05	0.00034	11m	down	late
ILMN_3106819	Bag5	Mus musculus BCL2-associated athanogene 5 (Bag5), mRNA.	-0.42	9.98e-06	0.00034	11m	down	late
ILMN_2678127	Rnf144		-0.65	1.03e-05	0.00035	11m	down	late
ILMN_2857957	Mgll	Mus musculus monoglyceride lipase (Mgll), mRNA.	-0.55	1.01e-05	0.00035	11m	down	late
ILMN_1233371	Sorcs3		-0.61	1.07e-05	0.00036	11m	down	late
ILMN_1260082	A830007l07rik		-0.42	1.07e-05	0.00036	11m	down	late
ILMN_2651005	Erf	Mus musculus Ets2 repressor factor (Erf), mRNA.	-0.58	1.1e-05	0.00037	11m	down	late
ILMN_2812215	Plekhg5	Mus musculus pleckstrin homology domain containing, family G (with RhoGef domain) member 5 (Plekhg5), mRNA.	-0.51	1.12e-05	0.00038	11m	down	late
ILMN_1216301	Impdh1	Mus musculus inosine 5'-phosphate dehydrogenase 1 (Impdh1), mRNA.	-0.51	1.15e-05	0.00039	11m	down	late
ILMN_2918838	Ptms	Mus musculus parathymosin (Ptms), mRNA.	-0.47	1.27e-05	0.00042	11m	down	late
ILMN_3006643	Abi2	Mus musculus abl-interactor 2 (Abi2), mRNA.	-0.41	1.25e-05	0.00042	11m	down	late
ILMN_2746132	2610318i01rik	Mus musculus formin binding protein 1-like (Fnbp1l), mRNA.	-0.41	1.3e-05	0.00043	11m	down	late
ILMN_2775005	Numbl		-0.37	1.32e-05	0.00044	11m	down	late
ILMN_2913563	Crym	Mus musculus crystallin, mu (Crym), mRNA.	-0.92	1.37e-05	0.00045	11m	down	late
ILMN_2767871	Pdyn	Mus musculus prodynorphin (Pdyn), mRNA.	-0.71	1.35e-05	0.00045	11m	down	late
ILMN_1260389	Lin7b	Mus musculus lin-7 homolog B (C. elegans) (Lin7b), mRNA.	-0.51	1.41e-05	0.00047	11m	down	late
ILMN_2942989	Mtpn	Mus musculus myotrophin (Mtpn), mRNA.	-0.47	1.43e-05	0.00047	11m	down	late
ILMN_1245780	C130076o07rik	Mus musculus neuron-glia-CAM-related cell adhesion molecule (Nrcam), mRNA.	-0.39	1.43e-05	0.00047	11m	down	late
ILMN_2441548	Tsga10		-0.36	1.44e-05	0.00047	11m	down	late
ILMN_1225037	Grit	Mus musculus Rho GTPase-activating protein (Grit), mRNA.	-0.62	1.45e-05	0.00048	11m	down	late
ILMN_1245425	Atp2a2	Mus musculus ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 (Atp2a2), mRNA.	-0.4	1.47e-05	0.00048	11m	down	late
ILMN_1233065	Rbmx		-0.56	1.58e-05	0.00051	11m	down	late
ILMN_2593584	Homer1	Mus musculus homer homolog 1 (Drosophila) (Homer1), transcript variant L, mRNA.	-0.7	1.61e-05	0.00052	11m	down	late
ILMN_2599858	Pbx2	Mus musculus pre B-cell leukemia transcription factor 2 (Pbx2), mRNA.	-0.46	1.62e-05	0.00053	11m	down	late
ILMN_2726315	Sdf4		-0.47	1.67e-05	0.00054	11m	down	late
ILMN_2693895	0610041g09rik		-0.68	1.7e-05	0.00055	11m	down	late
ILMN_2688257	6530418l21rik	Mus musculus RIKEN cDNA 6530418L21 gene (6530418L21Rik), mRNA.	-0.66	1.71e-05	0.00055	11m	down	late
ILMN_2604179	Lrrc3	Mus musculus leucine rich repeat containing 3 (Lrrc3), mRNA.	-0.47	1.75e-05	0.00056	11m	down	late
ILMN_1247916	Lims2	Mus musculus LIM and senescent cell antigen like domains 2 (Lims2), mRNA.	-0.45	1.75e-05	0.00057	11m	down	late
ILMN_3076680	Loc245297	Mus musculus predicted gene, EG245297 (EG245297), mRNA.	-0.39	1.77e-05	0.00057	11m	down	late
ILMN_1234086	1300018l09rik	Mus musculus dihydrodiol dehydrogenase (dimeric) (Dhdh), mRNA.	-0.33	1.78e-05	0.00057	11m	down	late
ILMN_1227874	Bc052040	Mus musculus cDNA sequence BC052040 (BC052040), mRNA.	-0.32	1.78e-05	0.00057	11m	down	late
ILMN_1217804	Ptpn5	Mus musculus protein tyrosine phosphatase, non-receptor type 5 (Ptpn5), mRNA.	-0.59	1.8e-05	0.00058	11m	down	late
ILMN_1219717	Sort1		-0.38	1.85e-05	0.00059	11m	down	late
ILMN_1239592	1700012h17rik		-0.35	1.86e-05	0.00059	11m	down	late
ILMN_2634147	Dazl	Mus musculus deleted in azoospermia-like (Dazl), mRNA.	-0.5	1.88e-05	6e-04	11m	down	late
ILMN_3029489	Gm129	Mus musculus gene model 129, (NCBI) (Gm129), mRNA. XM_907670 XM_920513 XM_920520 XM_920527 XM_920533	-0.87	1.91e-05	0.00061	11m	down	late
ILMN_2902228	Coro2b	Mus musculus coronin, actin binding protein, 2B (Coro2b), mRNA.	-0.57	1.98e-05	0.00063	11m	down	late
ILMN_2840985	St6galnac5	Mus musculus ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (St6galnac5), mRNA.	-0.47	2e-05	0.00063	11m	down	late
ILMN_2707895	Jmjd1a		-0.59	2.07e-05	0.00065	11m	down	late
ILMN_1223963	Ank3		-0.4	2.05e-05	0.00065	11m	down	late
ILMN_2819496	Bc072620	Mus musculus cDNA sequence BC072620 (BC072620), mRNA.	-0.65	2.15e-05	0.00067	11m	down	late
ILMN_2949444	Lingo2	Mus musculus leucine rich repeat and Ig domain containing 2 (Lingo2), mRNA.	-0.47	2.12e-05	0.00067	11m	down	late
ILMN_2689540	Acbd4		-0.4	2.12e-05	0.00067	11m	down	late
ILMN_1259747	9230117n10rik	Mus musculus interleukin 33 (Il33), mRNA.	-0.8	2.2e-05	0.00068	11m	down	late
ILMN_2733114	Sp7	Mus musculus trans-acting transcription factor 7 (Sp7), mRNA.	-0.48	2.17e-05	0.00068	11m	down	late
ILMN_1217827	2810002n01rik	Mus musculus RIKEN cDNA 2810002N01 gene (2810002N01Rik), mRNA.	-0.36	2.17e-05	0.00068	11m	down	late
ILMN_2679840	Htr6		-0.35	2.22e-05	0.00069	11m	down	late
ILMN_2919263	Slc25a1	Mus musculus solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 (Slc25a1), mRNA.	-0.53	2.28e-05	7e-04	11m	down	late
ILMN_3150296	Acbd4		-0.56	2.3e-05	0.00071	11m	down	late
ILMN_3163001	Depdc6	Mus musculus DEP domain containing 6 (Depdc6), transcript variant 1, mRNA.	-0.51	2.32e-05	0.00071	11m	down	late
ILMN_2753021	Rnf166		-0.49	2.33e-05	0.00071	11m	down	late
ILMN_3158919	Prkcz	Mus musculus protein kinase C, zeta (Prkcz), transcript variant 2, mRNA.	-0.34	2.34e-05	0.00072	11m	down	late
ILMN_2897748	Sh3md4	Mus musculus SH3 multiple domains 4 (Sh3md4), mRNA.	-0.47	2.38e-05	0.00073	11m	down	late
ILMN_1213026	9630058j23rik	Mus musculus RIKEN cDNA 9630058J23 gene (9630058J23Rik), mRNA.	-0.54	2.44e-05	0.00074	11m	down	late
ILMN_2695415	4930438o05rik		-0.42	2.49e-05	0.00075	11m	down	late
ILMN_2723095	Rapsn	Mus musculus receptor-associated protein of the synapse (Rapsn), mRNA.	-0.34	2.49e-05	0.00075	11m	down	late
ILMN_2977404	Tmod1	Mus musculus tropomodulin 1 (Tmod1), mRNA.	-0.46	2.51e-05	0.00076	11m	down	late
ILMN_2836875	Tiam2	Mus musculus T-cell lymphoma invasion and metastasis 2 (Tiam2), mRNA.	-0.42	2.53e-05	0.00076	11m	down	late
ILMN_2984110	Plvap	Mus musculus plasmalemma vesicle associated protein (Plvap), mRNA.	-0.39	2.52e-05	0.00076	11m	down	late
ILMN_1217555	Mdh1b	Mus musculus malate dehydrogenase 1B, NAD (soluble) (Mdh1b), mRNA.	-0.34	2.52e-05	0.00076	11m	down	late
ILMN_1242333	Immp2l	Mus musculus IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) (Immp2l), mRNA.	-0.47	2.55e-05	0.00077	11m	down	late
ILMN_2824098	Iqsec2	Mus musculus IQ motif and Sec7 domain 2 (Iqsec2), mRNA.	-0.42	2.56e-05	0.00077	11m	down	late
ILMN_2956881	Ppp2r5d	Mus musculus protein phosphatase 2, regulatory subunit B (B56), delta isoform (Ppp2r5d), mRNA.	-0.43	2.61e-05	0.00078	11m	down	late
ILMN_1215810	Mcts1	Mus musculus malignant T cell amplified sequence 1 (Mcts1), mRNA.	-0.38	2.68e-05	8e-04	11m	down	late
ILMN_1230339	Slc9a8	Mus musculus solute carrier family 9 (sodium/hydrogen exchanger), member 8 (Slc9a8), transcript variant 1, mRNA.	-0.39	2.79e-05	0.00082	11m	down	late
ILMN_2677876	Arhgap4	Mus musculus Rho GTPase activating protein 4 (Arhgap4), mRNA.	-0.38	2.79e-05	0.00082	11m	down	late
ILMN_3089352	Rfx4	Mus musculus regulatory factor X, 4 (influences HLA class II expression) (Rfx4), transcript variant 1, mRNA.	-0.37	2.77e-05	0.00082	11m	down	late
ILMN_1245673	1110001e17rik	Mus musculus transmembrane protein 38A (Tmem38a), mRNA.	-0.34	2.75e-05	0.00082	11m	down	late
ILMN_2843891	Cacng3	Mus musculus calcium channel, voltage-dependent, gamma subunit 3 (Cacng3), mRNA.	-0.64	2.84e-05	0.00084	11m	down	late
ILMN_2609073	Mgat4b	Mus musculus mannoside acetylglucosaminyltransferase 4, isoenzyme B (Mgat4b), mRNA.	-0.58	2.84e-05	0.00084	11m	down	late
ILMN_2810301	Sec14l3	Mus musculus SEC14-like 3 (S. cerevisiae) (Sec14l3), mRNA.	-0.27	2.85e-05	0.00084	11m	down	late
ILMN_2711523	Grm8		-0.47	2.91e-05	0.00085	11m	down	late
ILMN_1216892	Lrrtm1	Mus musculus leucine rich repeat transmembrane neuronal 1 (Lrrtm1), mRNA.	-0.65	2.99e-05	0.00087	11m	down	late
ILMN_2747923	Slc40a1		-0.68	3.09e-05	9e-04	11m	down	late
ILMN_2985428	Actl6	Mus musculus actin-like 6B (Actl6b), mRNA.	-0.46	3.14e-05	0.00092	11m	down	late
ILMN_1239380	Leprel2		-0.46	3.18e-05	0.00093	11m	down	late
ILMN_1253467	Pgbd5		-0.42	3.25e-05	0.00094	11m	down	late
ILMN_1258357	Dok3		-0.61	3.35e-05	0.00096	11m	down	late
ILMN_2688213	Atp2b2		-0.48	3.34e-05	0.00096	11m	down	late
ILMN_2883016	Nav1	Mus musculus neuron navigator 1 (Nav1), mRNA.	-0.34	3.32e-05	0.00096	11m	down	late
ILMN_1239786	Rtn4		-0.52	3.39e-05	0.00097	11m	down	late
ILMN_2893187	Gripap1	Mus musculus GRIP1 associated protein 1 (Gripap1), mRNA.	-0.49	3.37e-05	0.00097	11m	down	late
ILMN_1257751	Dlgap3		-0.6	3.47e-05	0.00099	11m	down	late
ILMN_2792028	Gpx6	Mus musculus glutathione peroxidase 6 (Gpx6), mRNA.	-0.48	3.47e-05	0.00099	11m	down	late
ILMN_3142104	Tmprss9	Mus musculus transmembrane protease, serine 9 (Tmprss9), mRNA.	-0.37	3.52e-05	0.001	11m	down	late
ILMN_1238542	2810405k02rik	Mus musculus RIKEN cDNA 2810405K02 gene (2810405K02Rik), mRNA.	-0.47	3.59e-05	0.00101	11m	down	late
ILMN_1255871	Loxl1		-0.4	3.57e-05	0.00101	11m	down	late
ILMN_2700022	Arl2bp	Mus musculus ADP-ribosylation factor-like 2 binding protein (Arl2bp), transcript variant 2, mRNA.	-0.38	3.55e-05	0.00101	11m	down	late
ILMN_2793062	Rasl11b	Mus musculus RAS-like, family 11, member B (Rasl11b), mRNA.	-0.74	3.6e-05	0.00102	11m	down	late
ILMN_3161785	Loc434280	Mus musculus predicted gene, EG434280 (EG434280), mRNA.	-0.44	3.67e-05	0.00103	11m	down	late
ILMN_2998395	Zfp523	Mus musculus zinc finger protein 523 (Zfp523), mRNA.	-0.31	3.66e-05	0.00103	11m	down	late
ILMN_2920736	Bbc3	Mus musculus Bcl-2 binding component 3 (Bbc3), mRNA.	-0.41	3.71e-05	0.00104	11m	down	late
ILMN_2856798	Rap2ip	Mus musculus Rap2 interacting protein (Rap2ip), mRNA.	-0.38	3.72e-05	0.00104	11m	down	late
ILMN_2728118	Aa408556	Mus musculus ribosomal RNA processing 12 homolog (S. cerevisiae) (Rrp12), mRNA.	-0.32	3.72e-05	0.00104	11m	down	late
ILMN_2920027	Dtnb	Mus musculus dystrobrevin, beta (Dtnb), mRNA.	-0.45	3.75e-05	0.00105	11m	down	late
ILMN_1218228	Loc280408		-0.49	3.79e-05	0.00106	11m	down	late
ILMN_2512206	Wsb2		-0.35	3.81e-05	0.00107	11m	down	late
ILMN_1236258	Zfp523	Mus musculus zinc finger protein 523 (Zfp523), mRNA.	-0.46	3.99e-05	0.00111	11m	down	late
ILMN_2596479	Camk2a	Mus musculus calcium/calmodulin-dependent protein kinase II alpha (Camk2a), transcript variant 2, mRNA.	-0.39	4.01e-05	0.00111	11m	down	late
ILMN_2773191	Gnao		-0.33	4e-05	0.00111	11m	down	late
ILMN_1215981	Bc047219	Mus musculus N-acetyltransferase 14 (Nat14), mRNA.	-0.43	4.07e-05	0.00112	11m	down	late
ILMN_3152476	Adra2c	Mus musculus adrenergic receptor, alpha 2c (Adra2c), mRNA.	-0.41	4.06e-05	0.00112	11m	down	late
ILMN_1219696	Inpp4a		-0.48	4.1e-05	0.00113	11m	down	late
ILMN_1241271	Smarcd1		-0.43	4.15e-05	0.00114	11m	down	late
ILMN_2782663	Lsm14b	Mus musculus LSM14 homolog B (SCD6, S. cerevisiae) (Lsm14b), mRNA.	-0.45	4.32e-05	0.00118	11m	down	late
ILMN_2618346	Gtf3c4		-0.33	4.31e-05	0.00118	11m	down	late
ILMN_1216751	4831417l10		-0.44	4.36e-05	0.00119	11m	down	late
ILMN_1258950	Slc16a6		-0.63	4.49e-05	0.00122	11m	down	late
ILMN_3102736	Gm129	Mus musculus gene model 129, (NCBI) (Gm129), mRNA. XM_907670 XM_920513 XM_920520 XM_920527 XM_920533	-0.9	4.51e-05	0.00123	11m	down	late
ILMN_2840082	P2ry12	Mus musculus purinergic receptor P2Y, G-protein coupled 12 (P2ry12), mRNA.	-0.84	4.6e-05	0.00125	11m	down	late
ILMN_3142273	Vkorc1l1	Mus musculus vitamin K epoxide reductase complex, subunit 1-like 1 (Vkorc1l1), transcript variant 1, mRNA.	-0.44	4.68e-05	0.00127	11m	down	late
ILMN_2598074	Fbxo16	Mus musculus F-box protein 16 (Fbxo16), mRNA.	-0.38	4.91e-05	0.00132	11m	down	late
ILMN_2418426	Wig1		-0.4	5.02e-05	0.00135	11m	down	late
ILMN_2962473	Sstr5	Mus musculus somatostatin receptor 5 (Sstr5), mRNA.	-0.4	5.1e-05	0.00137	11m	down	late
ILMN_2708133	Flrt1	Mus musculus fibronectin leucine rich transmembrane protein 3 (Flrt1), mRNA.	-0.44	5.16e-05	0.00138	11m	down	late
ILMN_1241332	Mamdc1	Mus musculus MAM domain containing glycosylphosphatidylinositol anchor 2 (Mdga2), mRNA.	-0.4	5.16e-05	0.00138	11m	down	late
ILMN_2655058	B230374f23rik		-0.53	5.24e-05	0.00139	11m	down	late
ILMN_2672190	Idb1		-0.41	5.22e-05	0.00139	11m	down	late
ILMN_3161282	Dpysl5	Mus musculus dihydropyrimidinase-like 5 (Dpysl5), mRNA.	-0.4	5.28e-05	0.0014	11m	down	late
ILMN_2647530	Drd1ip	Mus musculus dopamine receptor D1 interacting protein (Drd1ip), mRNA.	-0.44	5.34e-05	0.00141	11m	down	late
ILMN_2908953	4930455f23rik	Mus musculus RIKEN cDNA 4930455F23 gene (4930455F23Rik), mRNA.	-0.31	5.31e-05	0.00141	11m	down	late
ILMN_2755692	1700030e05rik	Mus musculus WD repeat domain 54 (Wdr54), mRNA.	-0.46	5.42e-05	0.00143	11m	down	late
ILMN_1249227	Slmap		-0.61	5.47e-05	0.00144	11m	down	late
ILMN_2675000	Tmem114	&nbsp;corresponding to mus musculus transmembrane protein 114 (Tmem114), mRNA.<br>	-0.54	5.5e-05	0.00144	11m	down	late
ILMN_1228564	Gucy1a3		-0.47	5.49e-05	0.00144	11m	down	late
ILMN_2610891	3110007p09rik		-0.34	5.52e-05	0.00145	11m	down	late
ILMN_1237527	Rcl1	Mus musculus RNA terminal phosphate cyclase-like 1 (Rcl1), mRNA.	-0.32	5.53e-05	0.00145	11m	down	late
ILMN_2496348	Tpo	Mus musculus thyroid peroxidase (Tpo), mRNA.	-0.29	5.62e-05	0.00147	11m	down	late
ILMN_2605268	Ai663987		-0.41	5.79e-05	0.00151	11m	down	late
ILMN_2924243	Itgb1bp1	Mus musculus integrin beta 1 binding protein 1 (Itgb1bp1), mRNA.	-0.48	5.84e-05	0.00152	11m	down	late
ILMN_2652527	Catnd2		-0.45	5.92e-05	0.00153	11m	down	late
ILMN_2793827	4-mar	Mus musculus membrane-associated ring finger (C3HC4) 4 (March4), mRNA.	-0.47	5.95e-05	0.00154	11m	down	late
ILMN_2677092	Nutf2	Mus musculus nuclear transport factor 2 (Nutf2), mRNA.	-0.31	6.02e-05	0.00155	11m	down	late
ILMN_2734391	Ramp1		-0.43	6.14e-05	0.00158	11m	down	late
ILMN_2783873	Pdyn	Mus musculus prodynorphin (Pdyn), mRNA.	-0.63	6.23e-05	0.00161	11m	down	late
ILMN_1217009	Rab15	Mus musculus RAB15, member RAS oncogene family (Rab15), mRNA.	-0.38	6.31e-05	0.00162	11m	down	late
ILMN_2677393	Camk2a	Mus musculus calcium/calmodulin-dependent protein kinase II alpha (Camk2a), transcript variant 2, mRNA.	-0.53	6.36e-05	0.00163	11m	down	late
ILMN_2748680	Fhit		-0.49	6.47e-05	0.00165	11m	down	late
ILMN_2999354	Pcdhac2	Mus musculus protocadherin alpha subfamily C, 2 (Pcdhac2), mRNA.	-0.36	6.48e-05	0.00165	11m	down	late
ILMN_1237019	Rab36		-0.46	6.63e-05	0.00169	11m	down	late
ILMN_2606693	Insig1	Mus musculus insulin induced gene 1 (Insig1), mRNA.	-0.43	6.7e-05	0.0017	11m	down	late
ILMN_2744374	Sbsn	Mus musculus suprabasin (Sbsn), mRNA.	-0.29	6.7e-05	0.0017	11m	down	late
ILMN_1240332	Zdhhc14		-0.48	6.8e-05	0.00173	11m	down	late
ILMN_2951682	Cobl	Mus musculus cordon-bleu (Cobl), mRNA.	-0.46	6.83e-05	0.00173	11m	down	late
ILMN_1245489	2310067b10rik		-0.38	6.82e-05	0.00173	11m	down	late
ILMN_2619639	Ai428936		-0.36	6.91e-05	0.00175	11m	down	late
ILMN_1239134	2700050c12rik		-0.5	7.09e-05	0.00178	11m	down	late
ILMN_2510383	Tnfrsf25		-0.69	7.18e-05	0.00181	11m	down	late
ILMN_2782402	Napb	Mus musculus N-ethylmaleimide sensitive fusion protein attachment protein beta (Napb), mRNA.	-0.29	7.23e-05	0.00182	11m	down	late
ILMN_2611431	Ppp3ca		-0.6	7.32e-05	0.00183	11m	down	late
ILMN_2610013	Shh		-0.45	7.31e-05	0.00183	11m	down	late
ILMN_2759952	Mxra8	Mus musculus matrix-remodelling associated 8 (Mxra8), mRNA.	-0.41	7.28e-05	0.00183	11m	down	late
ILMN_2919201	Coch	Mus musculus coagulation factor C homolog (Limulus polyphemus) (Coch), mRNA.	-0.96	7.37e-05	0.00184	11m	down	late
ILMN_1243836	Ttyh1	Mus musculus tweety homolog 1 (Drosophila) (Ttyh1), transcript variant 2, mRNA.	-0.42	7.34e-05	0.00184	11m	down	late
ILMN_2709167	Papln	Mus musculus papilin, proteoglycan-like sulfated glycoprotein (Papln), mRNA.	-0.36	7.36e-05	0.00184	11m	down	late
ILMN_2987394	C330001k17rik	Mus musculus RIKEN cDNA C330001K17 gene (C330001K17Rik), mRNA.	-0.46	7.52e-05	0.00188	11m	down	late
ILMN_2777598	Nr2f6		-0.37	7.56e-05	0.00188	11m	down	late
ILMN_2696110	2900041a09rik	Mus musculus tubulin polymerization promoting protein (Tppp), mRNA.	-0.33	7.54e-05	0.00188	11m	down	late
