Sample	cell_type	PC1	PC1_scaled	group	adj_p_all	adj_p_wt	dataset	keyword	disease	significance	brain_cells	plot_title	Study	outlier	Model_types
GSE48622_APLP2KO_rep1	Pyramidal cells	0.597645777738409	0.82144858132963	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep2	Pyramidal cells	-0.279882632114931	0.765984915260383	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep3	Pyramidal cells	0.0549756550281151	0.787149435987098	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_APLP2KO_rep4	Pyramidal cells	-0.604612217180354	0.74546057318024	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep1	Pyramidal cells	0.655225720478932	0.825087887682094	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep2	Pyramidal cells	0.799954165539056	0.834235363772216	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep3	Pyramidal cells	-0.536035473158904	0.749794925877901	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_APPKO_rep4	Pyramidal cells	-0.160439014736489	0.773534278715736	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep1	Pyramidal cells	0.854259018522214	0.837667670006382	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep2	Pyramidal cells	-0.260780500693939	0.767192254221092	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep3	Pyramidal cells	0.0371115928435582	0.786020348462957	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE48622_N.dCKO_rep4	Pyramidal cells	0.00231085427541885	0.783820788287772	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE48622	NA	KO models
GSE63617_3m_hp_VH_rep1	Pyramidal cells	3.41964387592573	0.999811308289171	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep2	Pyramidal cells	-0.629769029337649	0.743870551691258	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep3	Pyramidal cells	2.14903453686027	0.919503193708389	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep4	Pyramidal cells	2.89693016051553	0.966773495910912	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_VH_rep5	Pyramidal cells	-0.915643334167888	0.725802034703264	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep1	Pyramidal cells	-1.21371858607821	0.706962364044369	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep2	Pyramidal cells	0.887784240327034	0.839786611896127	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep3	Pyramidal cells	0.786672519910185	0.83339590518633	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep4	Pyramidal cells	0.426044087919791	0.810602597639359	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_VH_rep5	Pyramidal cells	1.08246137002762	0.852091065167147	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep1	Pyramidal cells	0.617571975106746	0.822708004892967	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep2	Pyramidal cells	1.04146582954203	0.849499966187	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep3	Pyramidal cells	1.59314700326081	0.884368649698845	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep4	Pyramidal cells	2.49871648921552	0.941604635460133	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_3m_hp_AD11_rep5	Pyramidal cells	-2.74574615370811	0.610131464365455	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep1	Pyramidal cells	1.70326261256076	0.891328441900039	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep2	Pyramidal cells	-0.72901434421351	0.737597810043917	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep3	Pyramidal cells	-8.84951145562701	0.22434657504516	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	GSE63617_6m_hp_AD11_rep3	Other models
GSE63617_6m_hp_AD11_rep4	Pyramidal cells	-1.74127129296905	0.673618706060907	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE63617_6m_hp_AD11_rep5	Pyramidal cells	-2.22565633355727	0.643003434989953	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE63617	NA	Other models
GSE64398_WT_2m_Hipp_rep1	Pyramidal cells	-1.81933557571669	0.668684699068502	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep10	Pyramidal cells	-0.484193903899625	0.753071541715767	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep11	Pyramidal cells	2.52028523536809	0.942967875351521	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep12	Pyramidal cells	-0.873562838783225	0.728461707618507	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep2	Pyramidal cells	-1.18333160302408	0.708882955403056	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep3	Pyramidal cells	-2.75403487553195	0.609607580586633	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep4	Pyramidal cells	-0.612837619833844	0.744940691452269	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep5	Pyramidal cells	2.47067088015919	0.939832029265344	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep6	Pyramidal cells	0.932187349373432	0.842593084239282	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_2m_Hipp_rep7	Pyramidal cells	1.525214753229	0.880075031864037	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_2m_Hipp_rep8	Pyramidal cells	2.32072135658486	0.930354557984205	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_2m_Hipp_rep9	Pyramidal cells	2.00322446126194	0.910287353797441	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep1	Pyramidal cells	0.0488708721470164	0.786763586782285	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep2	Pyramidal cells	0.378978773275334	0.80762786216006	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep3	Pyramidal cells	0.826528321329101	0.835914967630349	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep4	Pyramidal cells	2.64528359805463	0.950868323210989	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_WT_4m_Hipp_rep5	Pyramidal cells	0.719514696480554	0.829151234528589	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep6	Pyramidal cells	-1.15266386778777	0.710821291537986	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep7	Pyramidal cells	2.75627967995469	0.957883765164064	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep8	Pyramidal cells	0.0904337391052183	0.789390543297842	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep9	Pyramidal cells	2.21570855806597	0.923717285931642	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep1	Pyramidal cells	-0.54555526334216	0.749193233148817	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep10	Pyramidal cells	-4.18679690738434	0.519050700605234	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	GSE64398_WT_8m_Hipp_rep10	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep2	Pyramidal cells	0.1302203144695	0.791905230349868	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep3	Pyramidal cells	0.485399169890007	0.814354100620852	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep4	Pyramidal cells	-1.59489476621038	0.682870348183669	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep5	Pyramidal cells	-1.31938266170599	0.700283928405899	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep6	Pyramidal cells	0.0215038848448506	0.785033872475597	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep7	Pyramidal cells	2.64649850932537	0.950945110961981	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep8	Pyramidal cells	1.30650356589958	0.866251520142434	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep9	Pyramidal cells	2.32620523865669	0.930701163519227	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep1	Pyramidal cells	0.273657251654974	0.800971077445782	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep2	Pyramidal cells	1.03809256927029	0.849286761259187	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep3	Pyramidal cells	-0.159154669613315	0.773615454992458	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep4	Pyramidal cells	-0.194989036908586	0.771350564922631	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep5	Pyramidal cells	-0.839737161018591	0.730599639650152	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep6	Pyramidal cells	-1.77928736136405	0.67121592285862	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep7	Pyramidal cells	0.746429852709033	0.830852391118502	WT	NA	NA	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep1	Pyramidal cells	-0.457570132799675	0.754754281480327	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep2	Pyramidal cells	1.79620060352326	0.897202532855969	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep3	Pyramidal cells	1.42489619152892	0.873734456283572	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_2m_Hipp_rep4	Pyramidal cells	2.95058070983346	0.970164447267459	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep1	Pyramidal cells	1.75897120115826	0.894849470416572	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep2	Pyramidal cells	0.975301955237191	0.845318117498016	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep3	Pyramidal cells	-9.27726211711428	0.197310846533995	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	GSE64398_ho_TASTPM_2m_Hipp_rep3	Amyloid transgenic models
GSE64398_ho_TASTPM_2m_Hipp_rep4	Pyramidal cells	2.72105095225905	0.955657154188264	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep1	Pyramidal cells	0.414950708579203	0.809901447134809	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep2	Pyramidal cells	-0.0279242228562786	0.781909798053404	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep3	Pyramidal cells	0.65231766456055	0.824904085721318	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_2m_Hipp_rep4	Pyramidal cells	1.45453941125981	0.875608038519668	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_2m_Hipp_rep2	Pyramidal cells	2.52387428344685	0.943194719020525	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_2m_Hipp_rep3	Pyramidal cells	-1.62925291914012	0.68069876137297	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_2m_Hipp_rep4	Pyramidal cells	0.866359461834947	0.838432471395888	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TPM_2m_Hipp_rep1	Pyramidal cells	-2.73365839195011	0.610895464224768	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_2m_Hipp_rep2	Pyramidal cells	-0.60305486606326	0.745559004639941	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_2m_Hipp_rep3	Pyramidal cells	-3.41118232997948	0.568072962946362	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep1	Pyramidal cells	0.11088890949751	0.790683400289465	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep2	Pyramidal cells	3.11047498805678	0.980270470906334	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep3	Pyramidal cells	1.90428254235653	0.904033788113639	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_4m_Hipp_rep4	Pyramidal cells	3.42262929590775	1	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_4m_Hipp_rep1	Pyramidal cells	0.983880752034747	0.845860335294629	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_4m_Hipp_rep2	Pyramidal cells	2.05019437716588	0.913256059655559	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_4m_Hipp_rep1	Pyramidal cells	-2.4083000401682	0.631459547134731	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep2	Pyramidal cells	1.36079592851571	0.869683036930311	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep3	Pyramidal cells	-0.362769962949206	0.760746070355599	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	TAU transgenic models
GSE64398_TAU_4m_Hipp_rep4	Pyramidal cells	-12.3990513113161	5.61367936661927e-16	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	GSE64398_TAU_4m_Hipp_rep4	TAU transgenic models
GSE64398_TPM_4m_Hipp_rep1	Pyramidal cells	-0.294772495953894	0.765043810190156	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep2	Pyramidal cells	-4.56020802648228	0.495449470851712	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep3	Pyramidal cells	1.8361335654537	0.899726472184652	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_4m_Hipp_rep4	Pyramidal cells	-1.00037637919921	0.720446532520226	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep1	Pyramidal cells	2.56207231912186	0.945609003357524	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep2	Pyramidal cells	-1.69780667852071	0.676365861405991	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep3	Pyramidal cells	-2.35746603468887	0.634672480497583	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_8m_Hipp_rep4	Pyramidal cells	0.682280187906412	0.826797849354252	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep1	Pyramidal cells	0.0972550340866015	0.789821679227754	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep2	Pyramidal cells	-0.620753075195368	0.744440399760253	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE64398_TPM_18m_Hipp_rep3	Pyramidal cells	-2.46270225274108	0.628021087345065	Disease	0.771511634930074	0.771511634930074	mixed_model	early	AD		neurons	AD early	GSE64398	NA	Amyloid transgenic models
GSE14499_Hippocampus,GFP,rep1	Astrocytes	1.49210079052224	0.397650928648456	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,GFP,rep2	Astrocytes	0.33540110388688	0.346444244473873	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep1	Astrocytes	0.108649203172015	0.33640601838974	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep2	Astrocytes	2.92915083405963	0.461268623520096	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep3	Astrocytes	-0.472082474753496	0.310697233330579	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep4	Astrocytes	-2.13127521782297	0.237245360073608	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE14499	NA	Amyloid transgenic models
GSE15056_wt_rep1	Astrocytes	0.820718014258837	0.367929051672438	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE15056	NA	Amyloid transgenic models
GSE15056_wt_rep2	Astrocytes	-0.0012564210589971	0.33154053545235	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE15056	NA	Amyloid transgenic models
GSE15056_Tg2576_rep1	Astrocytes	-2.15884296805376	0.236024945565173	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE15056	NA	Amyloid transgenic models
GSE15056_Tg2576_rep2	Astrocytes	1.47027025984323	0.396684498811257	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE15056	NA	Amyloid transgenic models
GSE1556_12moControl.1	Astrocytes	0.627671057346956	0.359382931475756	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE1556	NA	Amyloid transgenic models
GSE1556_12moControl.2	Astrocytes	3.5165275386849	0.487271581550407	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE1556	GSE1556_12moControl.2	Amyloid transgenic models
GSE1556_12moAPPSw.1	Astrocytes	-0.940082664513464	0.289979031201215	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE1556	NA	Amyloid transgenic models
GSE1556_12moAPPSw.2	Astrocytes	-5.19743510875674	0.101507551048581	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE1556	NA	Amyloid transgenic models
GSE50521_eIF2+_S51A1	Astrocytes	-3.37661869413715	0.182114446823348	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_eIF2+_S51A2	Astrocytes	-4.36909177621414	0.138178016086065	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_eIF2+_S51A3	Astrocytes	-5.51004311757366	0.0876685055617645	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_WT1	Astrocytes	-3.70254139536672	0.167685964633873	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_WT2	Astrocytes	-4.03516224459897	0.15296095781204	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_WT3	Astrocytes	-4.96742414766881	0.11169005457755	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD;eIF2+_S51A1	Astrocytes	4.07062441210749	0.511801253277049	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD;eIF2+_S51A2	Astrocytes	2.12382635689448	0.425617195032023	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD;eIF2+_S51A3	Astrocytes	5.88121524565482	0.591955466210695	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD1	Astrocytes	3.59803719742422	0.49087998518401	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD2	Astrocytes	6.85873024748574	0.635229708049797	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD3	Astrocytes	2.29062674911354	0.433001389134645	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE50521	NA	Amyloid transgenic models
GSE52022_4mon_WT_rep1	Astrocytes	1.63030013832179	0.403768964676018	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE52022	NA	Amyloid transgenic models
GSE52022_4mon_WT_rep2	Astrocytes	-1.19721760675062	0.278595758663389	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE52022	NA	Amyloid transgenic models
GSE52022_4mon_5XFAD_rep1	Astrocytes	0.610095925055453	0.358604886613311	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE52022	NA	Amyloid transgenic models
GSE52022_4mon_5XFAD_rep2	Astrocytes	-1.19105139244155	0.278868734780117	Disease	0.00156925589751218	0.00156925589751218	mixed_model	late	AD	***	glia	AD late	GSE52022	NA	Amyloid transgenic models
GSE53480_WT_rep1	Astrocytes	-4.65832497827957	0.125373764989526	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE53480	NA	TAU transgenic models
GSE53480_WT_rep2	Astrocytes	-6.24415125679231	0.0551697990528121	WT	NA	NA	mixed_model	late	AD		glia	AD late	GSE53480	NA	TAU transgenic models
